PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Vega, J.; Jimenez, E.; Vega, D.; Ortiz, L.; Perez, J. R."								Pinus pinaster Ait. tree mortality following wildfire in Spain								FOREST ECOLOGY AND MANAGEMENT				261	12	SI		2232	2242		10.1016/j.foreco.2010.10.019			JUN 15 2011	2011	Maritime pine (Pious pinaster Ait.) is the tree species most affected by wildfire in the Iberian Peninsula. Prediction of the probability of fire-injured tree mortality is critical for management of burned areas, evaluation of the ecological and economic impact of wildfire and prescribed fire planning and application. Pine bark beetles (Scolytidae) frequently attack burned maritime pine stands and cause extensive post-fire mortality throughout the Iberian Peninsula. In the present study, maritime pine trees were monitored for three years following 14 wildfires in four ecotypes in Spain (11 fires in Galicia (Galician ecotype NW Spain), one fire in Portillo (Meseta-Castellana ecotype - Central Spain), one fire in Rodenal (Rodenal ecotype - Central Spain), and one fire in Genalguacil (Sierra Bermeja ecotype - SW Spain)). Data on tree attributes, crown and bole injury, ground fire severity, Ips sp. presence and tree survival were obtained by examining 3085 trees. Logistic regression models for predicting the probability of delayed maritime pine mortality were developed by use of generalized estimated equations (GEE). An ample range of response to fire damage in mortality was evident among the four ecotypes and different models were fitted for each. The most important variables for predicting tree mortality were total crown volume damaged, presence of Ips sp. attack and cambium kill rating. The results highlight the extensive presence of Ips sp. in burned maritime pine forests and its importance in tree mortality process, the ample range of response of P. pinaster, in terms of post-fire mortality, as well as the need to develop site specific mortality models for the different ecotypes of this species following fire. (C) 2010 Elsevier B.V. All rights reserved.									12	0	0	10	0	12			0378-1127			WOS:000291504500007	
J	"Anderson, R. S.; Jimenez-Moreno, G.; Carrion, J. S.; Perez-Martinez, C."				"Carrion, Jose/A-8983-2015; Perez-Martinez, Carmen/K-1219-2014; "	"Carrion, Jose/0000-0002-6949-4382; Perez-Martinez, Carmen/0000-0001-8777-4487; Jimenez Moreno, Gonzalo/0000-0001-7185-8686"			Postglacial history of alpine vegetation, fire, and climate from Laguna de Rio Seco, Sierra Nevada, southern Spain								QUATERNARY SCIENCE REVIEWS				30	13-14			1615	1629		10.1016/j.quascirev.2011.03.005			Jun-11	2011	The Sierra Nevada of southern Spain is a landscape with a rich biological and cultural heritage. The range was extensively glaciated during the late Pleistocene. However, the postglacial paleoecologic history of the highest range in southern Europe is nearly completely unknown. Here we use sediments from a small lake above present treeline - Laguna de Rio Seco at 3020 m elevation - in a paleoecological study documenting over 11,500 calendar years of vegetation, fire and climate change, addressing ecological and paleoclimatic issues unique to this area through comparison with regional paleoecological sequences. The early record is dominated by Pinus pollen, with Betula, deciduous Quercus, and grasses, with an understory of shrubs. It is unlikely that pine trees grew around the lake, and fire was relatively unimportant at this site during this period. Aquatic microfossils indicate that the wettest conditions and highest lake levels at Laguna de Rio Seco occurred before 7800 cal yr BR This is in contrast to lower elevation sites, where wettest conditions occurred after ca 7800. Greater differences in early Holocene seasonal insolation may have translated to greater snowpack and subsequently higher lake levels at higher elevations, but not necessarily at lower elevations, where higher evaporation rates prevailed. With declining seasonality after ca 8000 cal yr BP, but continuing summer precipitation, lake levels at the highest elevation site remained high, but lake levels at lower elevation sites increased as evaporation rates declined. Drier conditions commenced regionally after ca 5700 cal yr BP, shown at Laguna de Rio Seco by declines in wetland pollen, and increases in high elevation steppe shrubs common today (Juniperus. Artemisia, and others). The disappearance or decline of mesophytes, such as Betula from ca 4000 cal yr BP is part of a regional depletion in Mediterranean Spain and elsewhere in Europe from the mid to late Holocene. On the other hand, Castanea sativa increased in Laguna de Rio Seco record after ca 4000 cal yr BP, and especially in post-Roman times, probably due to arboriculture. Though not as important at high than at low elevations, fire occurrence was elevated, particularly after ca 3700 years ago, in response to regional human population expansion. The local and regional impact of humans increased substantially after ca 2700 years ago, with the loss of Pinus forest within the mountain range, increases in evidence of pasturing herbivores around the lake, and Olea cultivation at lower elevations. Though human impact was not as extensive at high elevation as at lower elevation sites in southern Iberia, this record confirms that even remote sites were not free of direct human influence during the Holocene. (C) 2011 Elsevier Ltd. All rights reserved.									32	0	0	20	0	33			0277-3791			WOS:000292946800006	
J	"Garcia-Jurado, Fatima; Jimenez-Gomez, Francisco; Guerrero, Francisco"				"Guerrero, Francisco/E-7704-2012; JIMENEZ GOMEZ, FRANCISCO/E-7093-2012"	JIMENEZ GOMEZ, FRANCISCO/0000-0001-8644-7089			Effects of a dry period on the limnological characteristics of a Mediterranean high mountain lake								LIMNETICA				30	1			5	16					Jun-11	2011	"This investigation assesses the effects of a drought period on the physical and chemical properties and on the plankton community of a Mediterranean high mountain lake (Rio Seco, Sierra Nevada, Spain). The study was performed over two consecutive years, 2005 and 2006. Both years were characterised by strong differences associated with rainfall patterns. The first year was extremely dry and had rainfall values far below the mean annual average of 813 mm that has been observed over the previous twenty years. The results of the study confirm that the dissolved inorganic nitrogen:soluble reactive phosphorus ratio (DIN:SRP) showed notable differences throughout both study years, with a greater nitrogen limitation during 2005. The ratio of total biovolume of autotrophic to heterotrophic organisms (A:H) also presented interannual differences. The A:H ratio was generally below 1 during 2005, whereas it was above this value in 2006. Therefore, the main plankton component was mesozooplankton in 2005 and phytoplankton in 2006. Ciliates and bacteria showed a mean biovolume significantly higher in 2005, whereas the biovolume of heterotrophic nanoflagellates was similar during both years. These results indicate a prevalent ""top-down"" control by zooplankton during the dry year and, on the contrary, a predominant ""bottom-up"" control during the wetter year as a consequence of the nutrient limitation of primary production."									3	0	0	3	0	3			0213-8409			WOS:000292075400002	
J	"Jimenez-Peralvarez, J. D.; Irigaray, C.; El Hamdouni, R.; Chacon, J."				Jimenez-Peralvarez, Jorge/F-6695-2012				Landslide-susceptibility mapping in a semi-arid mountain environment: an example from the southern slopes of Sierra Nevada (Granada, Spain)								BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT				70	2			265	277		10.1007/s10064-010-0332-9			May-11	2011	Landslide susceptibility is analysed in a semi-arid mountain environment, on the southern slope of Sierra Nevada. In a study area of 460 km 2, 252 landslides were inventoried, affecting 3.2% of the total surface area. These landslides were mainly slides and flows on phyllite, schist and marble units in the Inner Zone of the Betic Cordillera. The most relevant determining factors proved to be elevation, slope angle, slope aspect and lithology. Triggering factors include mainly short-term landslide generation during heavy rainfall, as well as sporadic earthquakes or long-term activation by land-use changes, river over-excavation, etc. Although landslide susceptibility, assessed by the GIS matrix method, is predominantly low, some 15% of the study area shows moderate to very high susceptibility, coinciding with the sites of public works in the region. The map drawn was validated by the degree-of-fit method, registering values above 83.2% for the zones of high and very high susceptibility.									7	0	0	0	0	7			1435-9529			WOS:000293184600011	
J	"Gonzalez-Megias, Adela; Maria Gomez, Jose; Sanchez-Pinero, Francisco"				Sanchez Pinero, Francisco/L-2629-2014				Spatio-temporal change in the relationship between habitat heterogeneity and species diversity								ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY				37	3			179	186		10.1016/j.actao.2011.01.011			MAY-JUN 2011	2011	"Beta diversity plays an important role in mediating species diversity and therefore improves our understanding of species-diversity patterns. One principal theoretical framework exists for such patterns, the ""habitat-heterogeneity hypothesis (HHH)"", which postulates a positive relationship between species diversity and habitat heterogeneity. Although HHH is widely accepted, spatial and temporal variability has been found in the relationship between diversity and heterogeneity. Species turnover has been proposed as the main factor explaining spatial variation in the relationship between species diversity and habitat heterogeneity. In this study, we tested the role of species turnover in explaining spatial and temporal variability on diversity-heterogeneity relationship in a Mediterranean ecosystem, using beetles as the study organisms. A hierarchical design including different habitats and years was used to test our hypothesis. Using different multivariate analyses, we tested for spatial and temporal variability in beta diversity, and in the beetle diversity-heterogeneity relationship using two diversity indices. Our study showed that beetle composition changed spatially and temporally, although temporal change was evident only between sampling periods but not between years. Notably, there was spatial and temporal change in the relationship between habitat descriptors and beetle diversity. Nevertheless, there was no correlation between the changes in beetle composition with the changes in the habitat-heterogeneity relationships. In this Mediterranean system, spatial and temporal changes in the diversity-heterogeneity relationships cannot be predicted by species turnover, and other mechanisms need to be explored to satisfactorily explain this variability. (C) 2011 Elsevier Masson SAS. All rights reserved."									8	0	0	8	0	8			1146-609X			WOS:000290282100003	
J	"Sanchez-Maranon, M.; Martin-Garcia, J. M.; Delgado, R."								Effects of the fabric on the relationship between aggregate stability and color in a Regosol-Umbrisol soilscape								GEODERMA				162	01-Feb			86	95		10.1016/j.geoderma.2011.01.008			APR 15 2011	2011	Differences in fabric may explain why relationships between aggregate stability and soil color have never been reported for a relatively narrow-ranging population of soils. Therefore, three size fractions (1-2,0.25-1, and 0.05-0.25 mm) of 25 topsoils (75 samples) from a Regosol-Umbrisol soilscape (Sierra Nevada, SE Spain) were characterized for fabric by scanning electron microscopy, aggregate stability by wet sieving, and CIELAB color (h(ab), L*, C*(ab)) by diffuse spectral reflectance. A stability-index ranking from 0.17 to 0.98 paralleled a ranking of hat, (88.5 to 66.1), L* (48.3 to 30.2), and C*(ab) (7.6 to 18.9): that is, the progressive increase in stability was related to increased soil redness, darkness, and chromaticity. The reason was an increase in binding agents such as clay, organic C, and free forms coating the surfaces of the aggregates. The values of the correlation coefficients (0.55 to 0.82), factor-analysis variances (73 to 88%), and multiple-regression coefficients (0.40 to 0.65) indicated, however, that much of the variability in stability cannot be statistically explained by color changes. Size fractions of soils with a similar binding-agent content did not significantly (P<0.05) differ in color but they did in aggregate stability. They also showed fabric differences, indicating that the coatings are similarly effective as coloring, while their stabilizing capacity is regulated by size, shape, and arrangement of particles. A close packing of mixed silt sizes stacked like roof tiles resulted in a stable fabric itself. Color can indicate aggregate stability, depending on the binding-agent content, but, being insensitive to the inner particle arrangement, it cannot provide a complete prediction. (C) 2011 Elsevier B.V. All rights reserved.									4	1	0	4	0	4			0016-7061	1872-6259		WOS:000289401300007	
J	"Maranon-Jimenez, S.; Castro, J.; Kowalski, A. S.; Serrano-Ortiz, P.; Reverter, B. R.; Sanchez-Canete, E. P.; Zamora, R."				"Kowalski, Andrew/A-7515-2008; serrano-ortiz, penelope/L-2177-2014; Castro, Jorge/M-1509-2014; Sanchez-Canete, Enrique/I-3615-2014"	"Kowalski, Andrew/0000-0001-9777-9708; Castro, Jorge/0000-0002-6362-2240; Sanchez-Canete, Enrique/0000-0003-0482-6726"			Post-fire soil respiration in relation to burnt wood management in a Mediterranean mountain ecosystem								FOREST ECOLOGY AND MANAGEMENT				261	8			1436	1447		10.1016/j.foreco.2011.01.030			APR 15 2011	2011	"After a wildfire, the management of burnt wood may determine microclimatic conditions and microbiological activity with the potential to affect soil respiration. To experimentally analyze the effect on soil respiration, we manipulated a recently burned pine forest in a Mediterranean mountain (Sierra Nevada National and Natural Park, SE Spain). Three representative treatments of post-fire burnt wood management were established at two elevations: (1) ""salvage logging"" (SL), where all trees were cut, trunks removed, and branches chipped; (2) ""non-intervention"" (NI), leaving all burnt trees standing; and (3) ""cut plus lopping"" (CL), a treatment where burnt trees were felled, with the main branches lopped off, but left in situ partially covering the ground surface. Seasonal measurements were carried out over the course of two years. In addition, we performed continuous diurnal campaigns and an irrigation experiment to ascertain the roles of soil temperature and moisture in determining CO2 fluxes across treatments. Soil CO2 fluxes were highest in CL (average of 3.34 +/- 0.191 mu mol m(-2) s(-1)) and the lowest in SL (2.21 +/- 0.11 mu mol m(-2) s(-1)). Across seasons, basal values were registered during summer (average of 1.46 +/- 0.04 mu mol m(-2) s(-1)), but increased during the humid seasons (up to 10.07 +/- 1.08 mu mol m(-2) s(-1) in spring in CL). Seasonal and treatment patterns were consistent at the two elevations (1477 and 2317 m a.s.l.), although respiration was half as high at the higher altitude.Respiration was mainly controlled by soil moisture. Watering during the summer drought boosted CO2 effluxes (up to 37 +/- 6 mu mol m(-2) s(-1) just after water addition), which then decreased to basal values as the soil dried. About 64% of CO2 emissions during the first 24 h could be attributed to the degasification of soil pores, with the rest likely related to biological processes. The patterns of CO2 effluxes under experimental watering were similar to the seasonal tendencies, with the highest pulse in CL Temperature, however, had a weak effect on soil respiration, with Q(10) values of ca. 1 across seasons and soil moisture conditions. These results represent a first step towards illustrating the effects of post-fire burnt wood management on soil respiration, and eventually carbon sequestration. (C) 2011 Elsevier B.V. All rights reserved."									18	1	0	18	0	19			0378-1127	1872-7042		WOS:000289129800010	
J	"Mladenov, N.; Alados-Arboledas, L.; Olmo, F. J.; Lyamani, H.; Delgado, A.; Molina, A.; Reche, I."				"Delgado, Antonio/F-6866-2011; Lyamani, Hassan/J-4380-2013; Reche, Isabel/K-7120-2014; Alados-Arboledas, Lucas/P-5630-2014"	"Lyamani, Hassan/0000-0002-6386-1102; Olmo Reyes, Francisco Jose/0000-0002-0186-1721; Delgado, Antonio/0000-0002-7240-1570; Reche, Isabel/0000-0003-2908-1724; Alados-Arboledas, Lucas/0000-0003-3576-7167"			Applications of optical spectroscopy and stable isotope analyses to organic aerosol source discrimination in an urban area								ATMOSPHERIC ENVIRONMENT				45	11			1960	1969		10.1016/j.atmosenv.2011.01.029			Apr-11	2011	Understanding the chemical character of organic aerosols is extremely important for evaluating their role in climate forcing and human respiratory health. Aerosol columnar properties retrieved by sun photometry represent a large dataset of information about the physical and light absorbing and scattering properties of the total aerosol, but lack more detailed chemical information about the organic fraction of atmospheric particulate matter. To obtain additional information about relationships between organic aerosol sources and columnar properties, we simultaneously examined stable isotope properties of PM10 aerosols from urban (Granada, Spain) and remote (Sierra Nevada, Spain) sites and diesel exhaust, spectroscopic properties of water soluble organic carbon (WSOC) of PA(10) aerosols, and sun photometry measurements. We demonstrated that C and N stable isotopes and parameters from UV-vis and fluorescence spectroscopy are able to discriminate between aerosols receiving substantial fossil fuel pollution and those influenced by Saharan dust in an urban area. More depleted delta C-13 was associated with low asymmetry parameter, g(lambda), and high values of the spectral slope ratio, S-R, were associated with high effective radius, typical of pollution situations. The humification index (HIX), used predominantly to evaluate the degree of organic matter humification, was significantly related to g(lambda), and the radius of fine mode particles, r(f) and may reflect aging of the Saharan dust-influenced aerosols. Parallel factor analysis (PARAFAC) modeling identified a fluorescent component (C3) with a spectrum similar to that of naphthalene, which was significantly related to g(lambda), and rf. The diesel exhaust sample represented a pollution end-member, with the lightest delta C-13 value (-26.4 parts per thousand,), lowest S-R (0.95), lowest HIX (2.77) and highest %C3 (20%) of all samples. (C) 2011 Elsevier Ltd. All rights reserved.									12	0	0	9	0	12			1352-2310	1873-2844		WOS:000289127500007	
J	"Perez, Jesus M.; Granados, Jose E.; Sarasa, Mathieu; Serrano, Emmanuel"				"Sarasa, Mathieu/H-1002-2011; Serrano, Emmanuel/J-4489-2013"	Serrano, Emmanuel/0000-0002-9799-9804			Usefulness of estimated surface area of damaged skin as a proxy of mite load in the monitoring of sarcoptic mange in free-ranging populations of Iberian wild goat, Capra pyrenaica								VETERINARY PARASITOLOGY				176	02-Mar			258	264		10.1016/j.vetpar.2010.11.002			MAR 10 2011	2011	In this study we examined the influence of several factors, like the surface of skin with lesions attributable to Sarcoptes scabiei, the time of year and host sex and age on variations of mite load in Iberian wild goats, Capra pyrenaica, from the Sierra Nevada Natural Space, southern Spain. As well, the surface area of skin with scabietic lesions estimated during field surveys were compared with measurements taken in the laboratory and the potential for using categories based on surface areas estimated during monitoring and management programs was analyzed. The surface area of the skin lesions measured in the laboratory and the time of year were the main factors affecting mite load. Results also revealed discrepancies between the surface area of lesions estimated in the field and those measured in the laboratory. The highest error percentages were associated with lesions ranging between 25 and 75% of host skin surface area. By reducing the number of categories of mange infestation (from 5 to 3) the proportion of cases correctly classified using data from field surveys increases. Our analyses suggest that the estimated surface areas of scabietic lesions is a useful relative index of mite abundance and/or intensity of parasitation in Iberian wild goat. Therefore, we conclude that revised classifications should be used in the monitoring of sarcoptic mange in wild populations, since data can be obtained in an inexpensive, fast and non-invasive fashion. (C) 2010 Elsevier B.V. All rights reserved.									15	0	0	11	0	15			0304-4017	1873-2550		WOS:000289221400024	21130576
J	"Calvache, M. L.; Duque, C.; Gomez Fontalva, J. M.; Crespo, F."								Processes affecting groundwater temperature patterns in a coastal aquifer								INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY				8	2			223	236					SPR 2011	2011	"The temperature depth profiles of six wells in the Motril-Salobren similar to a aquifer were used as a basis for a comparative analysis involving various parameters to determine their relations and factors influencing the different trends. There is a clear influence of ambient temperature on all the profiles, with a lag time of two to five months. Nevertheless, there are clear differences in the temperature depth profile patterns that can be accounted for by other factors. First, there is a greater influence of localized recharge; Guadalfeo River as opposed to diffuse recharge; irrigation return flow and rainfall. Three of the wells located near the riverbed of the Guadalfeo River have extremely variable temperature-depth profiles and show clear river influence. In springtime, during the highest flood stages of the river due to cold melt water from the Sierra Nevada, the groundwater falls in temperature. During secondary peaks in river flow rates during the autumn due to rainfall, the warm water increases groundwater temperature. The effect of the river recharge decreases with distance from the course since there is less mixing with water from the Guadalfeo River. In addition, there are two temperature-depth profiles in which temperature variations remain shallow and follow a pattern that cannot be attributed to the influence of either of the above two parameters. Among these two cases, the most influential factor is the groundwater flow pattern typical of a discharge zone, characterized by vertical-flow components."									7	0	0	0	0	7			1735-1472			WOS:000287841400001	
J	"El Mouden, E. H.; Slimani, T.; Donaire, D.; Fernandez-Beaskoetxea, S.; Fisher, M. C.; Bosch, J."				Bosch, Jaime/H-3042-2011				First Record of the Chytrid Fungus Batrachochytrium dendrobatidis in North Africa								Herpetological Review				42	1			71	75					Mar-11	2011										4	0	0	6	0	6			0018-084X			BCI:BCI201200061676	
J	"Sarasa, Mathieu; Serrano, Emmanuel; Soriguer, Ramon C.; Granados, Jose-Enrique; Fandos, Paulino; Gonzalez, Georges; Joachim, Jean; Perez, Jesus M."				"Sarasa, Mathieu/H-1002-2011; CSIC, EBD Donana/C-4157-2011; Serrano, Emmanuel/J-4489-2013; Soriguer, Ramon/J-1494-2014; Fandos, Paulino/M-7304-2015"	"CSIC, EBD Donana/0000-0003-4318-6602; Serrano, Emmanuel/0000-0002-9799-9804; Soriguer, Ramon/0000-0002-9165-7766; Fandos, Paulino/0000-0002-9607-8931"			Negative effect of the arthropod parasite, Sarcoptes scabiei, on testes mass in Iberian ibex, Capra pyrenaica								VETERINARY PARASITOLOGY				175	03-Apr			306	312		10.1016/j.vetpar.2010.10.024			FEB 10 2011	2011	Testes mass is a key factor in male reproductive success and is potentially exposed to so-called 'parasitic castration'. This is the result of the direct destruction or alteration of reproductive cell lineages (parasitic castration sensu stricto), or the indirect detrimental effects - for example, via body condition - on the ability of progenitors to produce or rear offspring (parasitic castration sensu lato). There are enormous gaps in our knowledge on the effects of parasites on the testes of wild mammals and in an attempt to rectify this dearth of data we examined the relationship between the skin parasite Sarcoptes scabiei and testes mass in Iberian ibex Capra pyrenaica. We considered data from 222 males that were culled in the population from the Sierra Nevada in Spain. Our results provide evidence that sarcoptic mange is associated with reduced size-corrected testes mass in Iberian ibex which supports the hypothesis that parasitism is a determining factor in gonad plasticity in male mammals. We discuss several hypothetical causes of this relationship and highlight the need to deepen the sub-lethal effects of pathogens if we are to accurately understand their modulator effects on host population dynamics. (C) 2010 Elsevier B.V. All rights reserved.									12	0	0	9	0	12			0304-4017	1873-2550		WOS:000287437800014	21074328
J	"Serrano, Emmanuel; Enrique Granados, Jose; Sarasa, Mathieu; Jose Gonzalez, Francisco; Fandos, Paulino; Soriguer, Ramon C.; Perez, Jesus M."				"Sarasa, Mathieu/H-1002-2011; CSIC, EBD Donana/C-4157-2011; Serrano, Emmanuel/J-4489-2013; Soriguer, Ramon/J-1494-2014; Fandos, Paulino/M-7304-2015"	"CSIC, EBD Donana/0000-0003-4318-6602; Serrano, Emmanuel/0000-0002-9799-9804; Soriguer, Ramon/0000-0002-9165-7766; Fandos, Paulino/0000-0002-9607-8931"			The effects of winter severity and population density on body stores in the Iberian wild goat (Capra pyrenaica) in a highly seasonal mountain environment								EUROPEAN JOURNAL OF WILDLIFE RESEARCH				57	1			45	55		10.1007/s10344-010-0398-5			Feb-11	2011	We studied the factors that determined kidney fat stores (KFs) and kidney stores (Ks)-defined as the residuals from the linear regression of kidney mass and kidney fat, respectively, on body weight-in 463 Iberian wild goats (Capra pyrenaica) from the Sierra Nevada (southern Spain). Despite the fact that body stores in both sexes were highest during the warmest months of the year and lowest during the coldest months when food resources are limited, the observed pattern was sex- and age-dependent. The KFs of male goats fell more than those of females in winter, and the yearlings of both sexes needed one season more than young or adults to restore their KFs. Goats of all age classes showed the same seasonal patterns in their Ks, although Ks were lower in females than in males throughout the yearly cycle. In addition, we found strong delayed effects of both snowfalls and population density on body stores, and in years with a lot of snow, goats' KFs reached their lowest levels in the current winter-spring, but the highest in the following summers and autumns. This pattern was less noticeable in the Ks. Population density negatively affected the body stores of wild goats, especially in winter, and the amount of snow fallen in the year of birth (cohort effect) did not seem to influence the body stores in our data set. In addition, we assessed the accuracy of the residuals from the regression between body size and body mass for monitoring body condition of live wild goats and concluded that, although it poorly indicates fat stores, it could be used as a general proxy of body condition. Finally, we discuss the expected effects of climate warming on body stores in this Mediterranean Caprinae species.									8	0	0	5	0	8			1612-4642			WOS:000286630300005	
S	"Herrero, Javier; Polo, Maria J.; Losada, Miguel A."				"Herrero, Javier/K-6880-2014; Polo, Maria J./L-8018-2014; Losada, Miguel/G-9713-2015"	"Herrero, Javier/0000-0002-5741-6301; Polo, Maria J./0000-0002-6296-2198; Losada, Miguel/0000-0002-2071-3134"	"Neale, CMU; Maltese, A; Richter, K"		Snow evolution in Sierra Nevada (Spain) from an energy balance model validated with Landsat TM data								REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XIII		Proceedings of SPIE		8174						817403	10.1117/12.898270			2011	2011	Sierra Nevada Mountains are the highest continental altitude in Spain. Located in the South, facing the Mediterranean Sea in a distance of less than 40 km, the high level of solar energy income throughout the year, together with the extremely variable character of climate in such latitudes, make it necessary to use energy balance approaches to characterize the snow cover evolution. Wind and relative humidity become decisive factors in the evolution of the snow cover due to the high evaporation rates that can arise under favourable meteorological conditions. This work presents the enhanced capability of the combination of Landsat TM data with the simulation of an energy balance model to produce sequences of hourly high resolution maps of snow cover and depth distribution under variable meteorological conditions such as those found in Mediterranean mountainous watersheds. Despite the good agreement found between observed and predicted snow pixels, different examples of disagreement arose in the boundaries, most of them related to the temperature and wind speed spatial pattern simulation together with the discrimination between rain and snowfall occurrence.					Conference on Remote Sensing for Agriculture, Ecosystems, and Hydrology XIII/18th International Symposium on Remote SensingConference on Remote Sensing for Agriculture, Ecosystems, and Hydrology XIII/18th International Symposium on Remote Sensing	SEP 19-21, 2011SEP 19-21, 2011	SPIE - Int Soc Opt EngnSPIE - Int Soc Opt Engn	Prague, CZECH REPUBLICPrague, CZECH REPUBLIC	2	0	0	0	0	2			0277-786X		978-0-81948-801-5	WOS:000302735700003	
J	Defaut, Bernard								[Preliminary revision of Chorthippus of the binotatus group (Charpentier, 1825) (Caelifera, Acrididae, Gomphocerinae).]				Revision preliminaire des Chorthippus du groupe binotatus (Charpentier, 1825) (Caelifera, Acrididae, Gomphocerinae).				Materiaux Orthopteriques et Entomocenotiques				16				17	54					2011	2011	"A study based on morphological, biometrical, behavioural and chorological considerations, and conducted on 271 male and 252 female samples from continental France, Spain, Portugal and Morocco, led to the following conclusions: 1) the complex Chorthippus group binotatus includes at least two species : C. binotatus (Charpentier 1825), which is a macropterous taxon living in Iberia (up to 2 700 m in the South), France (above all in plain, but up to 1 300 m in the Pyrenees-Atlantiques) and Morocco (at 1 500 m in the Northern Middle Atlas), and C. saulcyi (Krauss 1888), new status, a micropterous taxon occupying the French mountains (Pyrenees, Alps and maybe Cevennes). 2) The nominative subspecies C. binotatus binotatus (Charpentier, 1825) occupies all the Iberian Peninsula, and climbs up to at least 2 200 m in the Sierra Nevada and to 2 000 m in the Sierra de la Demanda. Perhaps it is replaced by another subspecies in Sierra Nevada above 2 500 m, and perhaps it is another subspecies who lives on the French territory and in the Iberian pre-Pyrenees. C. binotatus is surely represented by the subspecies C. binotatus atlasi Defaut 1987 in the Northern Middle-Atlas (Morocco), taxon which perhaps can to be elevated to the rank of species. 3) The nominative subspecies Chorthippus saulcyi saulcyi (Krauss, 1888), new combination occupies almost all of the French Department of Pyrenees-Orientales and the major part of the Iberian Catalan Pyrenees, in altitude. It is replaced by Chorthippus saulcyi (Krauss 1888) moralesi Uvarov, 1954, new combination in the NW of the Catalan Pyrenees, the French and Spanish Cerdagne and the Aragonese Pyrenees. On the French side of the Pyrenees the nominative subspecies is replaced by Chorthippus saulcyi (Krauss 1888) vicdessossi Defaut, ssp. new, since the boundary betwwen Aude and Ariege depratments up to natural reserve of Neouvielle (Hautes-Pyrenees), at least. Chorthippus saulcyi (Krauss 1888) daimei (Azam 1893), new combination is found in the Alps. 4) The cevenol micropterous taxon is attached here to C. saulcyi : Chorthippus saulcyi (Krauss 1888) algoaldensis Chopard 1952, new combination, but this is entirely provisional because several elements lead to see a micropterous subspecies of Chorthippus binotatus, while others elements could make it a valid species. 5) The apparent parapatry of the three Pyrenean subspecies of Chorthippus saulcyi (C. s. saulcyi, C. s. vicdessossi and C. s. moralesi) is problematic; for further taxonomic understanding it will be necessary to carefully study the contact zones, and to complete by a biometric study and a study of acoustic behavior, or even a study of molecular biology, studies should be extended also to the forms of the Alps and Cevennes"									0	0		0	0	0			1764-6308			ZOOREC:ZOOR14712081938	
J	"Cleve, Casey; Perrine, John; Holzman, Barbara; Hines, Ellen"								Addressing biased occurrence data in predicting potential Sierra Nevada red fox habitat for survey prioritization								Endangered Species Research				14	3			179	191		10.3354/esr00348			2011	2011	The Sierra Nevada red fox Vulpes vulpes necator is listed as a threatened species under the California Endangered Species Act. It originally occurred throughout California's Cascade and Sierra Nevada mountain regions. Its current distribution is unknown but should be determined in order to guide management actions. We used occurrence data from the only known population, in the Lassen Peak region of northern California, combined with climatic and remotely sensed variables, to predict the species' potential distribution throughout its historic range. These model predictions can guide future surveys to locate additional fox populations. Moreover, they allow us to compare the relative performances of presence-absence (logistic regression) and presence-only (maximum entropy, or Maxent) modeling approaches using occurrence data with potential false absences and geographical biases. We also evaluated the recently revised Maxent algorithm that reduces the effect of geographically biased occurrence data by subsetting background pixels to match biases in the occurrence data. Within the Lassen Peak region, all models had good fit to the test data, with high values for the true skill statistic (76-83%), percent correctly classified (86-92%), and area under the curve (0.94-0.96), with Maxent models yielding slightly higher values. Outside the Lassen Peak region, the logistic regression model yielded the highest predictive performance, providing the closest match to the fox's historic range and also predicting a site where red foxes were subsequently detected in autumn 2010. Subsetting background pixels in Maxent reduced but did not eliminate the effect that geographically biased occurrence data had on prediction results relative to the Maxent model using full background pixels.									2	0	0	1	0	2			1863-5407	1613-4796		BCI:BCI201100669497	
