Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	Defaut,Bernard	[Validity and fields of application of the diverse taxonomic vocabulary of the Acrididae family (Orthoptera).]	Materiaux Orthopteriques et Entomocenotiques	 	2008	2007(2008)	12	 	5	14	Zoology	"1. LEHMANN (2004) raised Tetrix bipunctata kraussi (Saulcy) to species distinct from T. bipunctata (L.); this option is consolidated a posteriori by the sympatry of both taxa, known in several localities. 2-la. The name Monopterus Fischer von Waldheim, 1846, whom the European species Gryllus frigidus Boheman, 1846, pertains, is a more recent homonym, and thus not valid, of Monopterus Lacepede, 1800 (Poisson SYNBRANCHIDAE); 2-lb. Recent genetic studies show that Gryllus frigidus Boheman must be put in the Nearctic genus Melanoplus Stal (with which Bohemanella be-comes synonymous, then); 2-2. Two specific epithets referring to the same species, Gryllus frigidus Boheman, and Monopterus gracilis Fischer von Waldheim, were created on the same year (1846); the first one is used more, and for this reason it must to be preserved, waiting for a decision from the Commission. 3. The name LOCUSTINAE Kirby, 1825, is prioritary over the younger synonymous name OEDIPODINAE Walker, 1870. 4. The name Psophus Fieber 1853 (not 1852!) is not identical to the name Psopha Fieber 1852; it is thus valid. 5. The family-group name PARAPLEURINI Brunner von Wattenwyl, 1893, is available because it is built on the genus name Parapleurus Fischer, 1853; MECOSTHETINI HEBARD, 1924, VICHET1NI HARZ, 1975, and CERACRINI YIN, 1984, are younger synonyms. 6. The genus-group name Euthystira, created by Fieber in 1853, is often used at the subgenus level; however, the conformation of its ovipositor can to apologise to keep it at the genus level. 7. Stenobothrus stigmaticus (Rambur, 1838) is missing today in the type locality (Nevada Sierra, Spain), and the type is lost; then, one can think that this name refers in fact to Omocestus panteli (Bolivar, 1887); it is thus necessary to ask for the Commission to maintain the current spelling. 8. The name Crotalacris Chopard, 1952, seems to be no more than a younger synonym, and thus invalidate, of the name Stenobothrodes Tarbinsky, 1848. 9. No old specific epithet being available to validly refer to Gryllus miniatus Charpentier (= Stenobothrus rubicundus auctores, not Goeze, 1778, nec Germar, 1817), it was necessary to forge an entirely new name: it was rubicundulus, created by KRUSEMAN & JEEKEL (1967b). 10. It is necessary to ask the Commission to solve contradiction between Article 16.2 of the I.C.Z.N. (which requires, for the creation of a name of family group, to fix the type genus, with name of author and date), and the Recommendation 16.B (which only ""advises"" it). 11. To know by which subspecies Aeropedellus variegatus (Fischer von Waldheim) is represented in the French Alps, it will be necessary initially to designate a neotype for the nominate subspecies, and to specify its morphological characteristics."	"PT: J BD: Systematics; Nomenclature; Type material; Combination; Synonymy;    Available name; Taxonomy; Taxonomic position; UT: ZOOREC:ZOOR14409050791"	 		 	 	 	 				 	1764-6308	 	"Defaut, Bernard; Aynat, F-09400 Bedeilhac, France.; bdefaut@club-internet.fr"	 	 	 	DT: Article	Validite et champs d'application de divers vocable taxonomiques de la famille Acrididae (Orthoptera).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	d'Hondt,J. -P	Liste des lepidopteres rhopaloceres captures ou observes dans la Sierra Nevada (Espagne). (Fin juillet 1983 et pendant le premiere moitie de juillet 1985).	Cercle des Lepidopteristes de Belgique Bulletin	 	1985	1985	14	6	107	111	"Zoology;Rhopalocera [Spain / / Sierra Nevada;Annotated faunal list;summer]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12200037200"	 		 	 	 	 				 	0778-4686	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Diaz,M.;Soler,M. D.;Benitez,R.;Ruiz,I.;Perez,J. M."	Presence of supernumerary peripheral setae on the scutum of specimens belonging to subgenus Neotrombicula Hirst, 1915 (Acari: Trombiculidae).	 	 	1988	1988	 	 	149	 	"Parasitology;Zoology;Anatomy & Morphology;Entomology;Microtus nivalis [Arachnid parasites / / Neotrombicula (Neotrombicula);Parasite systematics] [Spain / / Sierra Nevada;Arachnid parasite systematics]. Neotrombicula (Neotrombicula) [Idiosoma / / Scutum;supernumerary peripheral setae;Systematic implications] [Sclerites / / ] [Chaetae / / Supernumerary peripheral on scutum] [Mammalian hosts / / Microtus nivalis;Supernumerary peripheral setae on scutum] [Spain / / Sierra Nevada]."	 	"PT: B BD: Systematics; General morphology; Skeletal and supporting structures;    Exoskeleton; Integument; Integumentary derivatives; Setae; Parasites    diseases and disorders; Parasites; Hosts; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR12500062238"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Book chapter	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Ebmer,A. W.	Erganzungen zur Bienenfauna Iberiens. Die Gattungen Halictus, Lasioglossum und Dufourea (Apoidea, Hymenoptera).	Linzer Biologische Beitraege	 	1979	1979	11	1	117	146	"Zoology;Dufourea;Halictus;Lasioglossum [Europe / / Iberian Peninsula;Systematic accounts;first records]. Dufourea (Halictoides) paradoxa mesembria [Spain / / Pont de la Bonaigua;New subspecies]. Halictus (Seladonia) confusus glacialis [Spain / / Sierra de Guadarrama;New subspecies]. Lasioglossum (Lasioglossum) zonulum elysium [Spain / / Sierra Nevada;New subspecies]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Diagnosis; Combination; Synonymy;    Taxonomy; Taxonomic position; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR11700021640"	 		 	 	 	 				 	0253-116X	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Fandos,Paulino;Arcenegui,Patricia;de los Angeles Lora,Maria;Buron,Daniel;Granados,Jose Enrique;Cadenas,Rafael"	Demographic trends of Spanish ibex in Andalusia in the last 100 years.	Galemys	 	2010	2010	22	 	347	358	"Environmental Sciences & Ecology;Zoology;Capra pyrenaica [Leisure and sport / Hunting management / ] [Population dynamics / Long-term demographic trends / ] [Spain / Andalusia / ]."	The bibliographical data (Schimper 1848, Cabrera 1911, 1914, Chapman and Buck 1905, and even the more recent data from Rodriguez de la Zubia 1967) available on Spanish ibex (Capra pyrenaica) unveils a woeful situation in terms of number of individuals and population nucleus. However, a note of hope is sounded in terms of evolution and dispersion of populations over the last 10 years, when a different approach and data on the number of Spanish ibex hunted in Andalusia over the last 50 years are taken into account. The analysis properly distinguishes between certain milestones, including the designation of hunting reserves, the mange outbreak and the designation of Sierra Nevada National Park, which have led to strategic changes in Spanish ibex management measures and have had an impact on the current status of the populations. Prior to the creation of national reserves or hunting preserves, there are few references on the number of Spanish ibex captured for hunting or recreational purposes. The first records available date back to 1954 in Sierra de Cazorla. In the period from 1967 to 1987 (mange outbreak at Cazorla), the only records available reveal that 99 Spanish ibex trophies were validated in the four protected areas, each covering an average area of 2,072 km2. In the period from 1988 to 1999 (designation of Sierra Nevada National Park), the Spanish ibex has started to expand its home range into the hunting preserves around the Reserve. Ninety-seven (97) trophies from 10 hunting preserves covering approximately 2,800 km2 were validated. The expansion trend has significantly picked up pace in the period from 2000 to 2008, with 151 trophies in 8 years in an area covering 2,800 km2 (excluding the National Park). The validated ibex trophies come from 41 hunting preserves, most of which are located in the vicinity of Sierra Nevada. The expansion of wild goats has fostered by changes in land use, abandonment of forests and forest management. The protection afforded by National Park purposes may explain the spectacular expansion of goats towards the immediate surroundings, including Gador, Lujar and Huetor. Thus, the density of the core nucleus has not been overreached and the possibility of hunting this species has increased, in particular for local hunting associations and preserves.	"PT: J; SU: (Numero Especial) BD: Animals and man; Disturbance by man; Ecology; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR14709066895"	 		 	 	 	 				 	1137-8700	 	"Fandos, Paulino; Egmasa, C/Americo Vespucio 5, Ed Cartuja, 41092. Sevilla, Spain, Spain."	 	 	 	"DT: Article; Meeting paper"	Evolucion demografica de la cabra montes en Andalucia en los ultimos 100 anos.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	Fernandez Rubio,F.	Catalogo de los ropaloceros de Sierra Nevada (Grenada).	 	 	1975	1975	 	 	176	 	"Zoology;Rhopalocera [Spain / / Grenada;Sierra Nevada;Faunal list]."	 	"PT: B BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR11500026810"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Book chapter	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Fernandez-Rubio,Fidel	[Monstrosities and curiosities (4): the aberrant form of Lysandra golgus (Hubner, 1808).]	Boletin de la SEA	 	1997	30 de junio 1997	18	 	18	 	"Anatomy & Morphology;Zoology;Evolutionary Biology;Lysandra golgus [General morphology / / Normal & aberrant form comparison] [Morphological variation / / Aberrant form description] [Spain / / Granada;Sierra Nevada;Veleta;Morphology & aberrant form description]."	 	"PT: J BD: General morphology; Evolution; Variation; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR13400021899"	 		 	 	 	 				 	1134-6094	 	"Fernandez-Rubio, Fidel; Castellana, 138, 28046 Madrid, Spain."	 	 	 	DT: Article	De monstruosos y prodigios (4): forma aberrante de Lysandra golgus (Hubner, 1808).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Garrido,J. A.;Irurita,J. M.;Olvera,S.;Tortosa,E.;Valdivieso,O.;Lopez-Sanjuan,R.;Seminario,Y.;Acevedo,J."	First data from Barbastella barbastellus (Schreber, 1774) (Chiroptera, Vespertilionidae) in Sierra Nevada (Granada, Espana).	Acta Granatense	 	2006	2006	04-May	 	57	58	"Zoology;Barbastella barbastellus [Spain / Granada, Sierra Nevada / New record]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14604027768"	 		 	 	 	 				 	1695-6370	 	"Garrido, J.A.; Grupo de Investigacion de Sistematica y Ecologia de Quiropteros, Estacion Biologica de Donana (CSIC), Avda. de Maria Luisa s/n, Pabellon del Peru, 41013-Sevilla, Spain, Spain.; j.agarrido@terra.es"	 	 	 	DT: Article	Primera cita de Barbastella barbastellus (Schreber, 1774) (Chiroptera, Vespertilionidae) en Sierra Nevada (Granada, Espana).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gaston,Fco Javier;Redondo,Victor M."	Idaea davidi sp. n. from Sierra Nevada (Andalucia, Espana) (Lepidoptera: Geometridae, Sterrhinae).	Boletin de la SEA	 	2005	30 Abril 2005	36	 	51	55	"Zoology;Idaea davidi [Spain / / New species]."	Idaea davidi sp. n. is described from Sierra Nevada and northern mountains of Granada (Andalusia, Spain) and compared to the closely related species Idaea humiliata (Hufnagel, 1767).	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR14109054482"	 		 	 	 	 				 	1134-6094	 	"Gaston, Fco. Javier; c/ Blancas, 8, 50001 Zaragoza, Spain, Spain."	 	 	 	DT: Article	Idaea davidi sp. n. de Sierra Nevada (Andalucia, Espana) (Lepidoptera: Geometridae, Sterrhinae).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Gil,Jose Maria;Molino,Francisco;Valenzuela,Gerardo"	[Altitudinal distribution of nests of the golden eagle Aquila chrysaetos in Sierra Nevada (southeast Spain).]	 	 	1998	1998	 	 	277	 	"Environmental Sciences & Ecology;Zoology;Aquila chrysaetos [Vertical distribution / Altitudinal distribution / ] [Mountain habitat / / ] [Spain / Southeast, Sierra Nevada / ]."	 	"PT: B BD: Ecology; Distribution within habitat; Habitat; Terrestrial habitat; Land    zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13900007176"	 	"Meyburg,B. -U;Chancellor,R. D.;Ferrero,J. J."	 	 	 	 				 	84-605-7398-2	 	"Gil, Jose Maria; c/Doctor Prados Picazo, 10 (4o B), 18230 Atarfe Granada, Spain."	 	 	 	"DT: Book chapter; Meeting paper"	Distribucion altitudinal de los nidos de aguila real Aquila chrysaetos en Sierra Nevada (sureste de Espana).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Gil-T.,Felipe	The correct hostplant of Polyommatus golgus (Hubner, 1813): Anthyllis vulneraria pseudoarundana H. Lindb. (Lepidoptera, Lycaenidae).	Atalanta (Marktleuthen)	 	2007	Aug-07	38	01-Feb	199	202311	"Nutrition & Dietetics;Zoology;Polyommatus golgus [Food plants / Anthyllis vulneraria pseudoarundana / New record] [Spain / Sierra Nevada / ]."	 	"PT: J BD: Nutrition; Diet; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14409055647"	 		 	 	 	 				 	0171-0079	 	"Gil-T., Felipe; Aptdo, 3042, E-18080 Granada, Spain, Spain."	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Gomariz Cerezo,G.	Aportacion al conocimiento de la distribucion y abundancia de Parnassius apollo (Linnaeus, 1758) en Sierra Nevada (Espana meridional) (Lepidoptera: Papilionidae).	SHILAP Revista de Lepidopterologia	 	1993	30 de junio 1993	21	82	71	79	"Behavioral Sciences;Zoology;Environmental Sciences & Ecology;Parnassius apollo [Behaviour / / Observations] [Population density / / Mountains] [Distribution within habitat / / ] [Mountain habitat / / Distribution;abundance & behaviour] [Spain / / Sierra Nevada]."	 	"PT: J BD: Behaviour; Ecology; Population dynamics; Habitat; Terrestrial habitat;    Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13000006247"	 		 	 	 	 				 	0300-5267	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Gomez,J. M.;Zamora,R.;Tinaut,A."	Pollination of Ptilotrichum spinosum by ants: experimental study of the quality component.	 	 	1990	1990	 	 	446	 	"Environmental Sciences & Ecology;Zoology;Formicidae [Pollination / / Ptilotrichum spinosum;Observations] [Spain / / Sierra Nevada;Pollination observations]."	 	"PT: B BD: Associations; Mutualism; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12900057284"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Book chapter	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Gomez,J. M.;Zamora,R.;Tinaut,A."	Pollination of Ptilotrichum spinosum by ants: quantity component.	 	 	1990	1990	 	 	447	 	"Nutrition & Dietetics;Zoology;Environmental Sciences & Ecology;Formicidae [Food plants / / Ptilotrichum spinosum;Pollinator abundance & flower visitation;pollination frequency] [Foraging / / Flower visitation rate;implications for pollination] [Pollination / / ] [Spain / / Sierra Nevada;Pollination quantification]."	 	"PT: B BD: Nutrition; Diet; Feeding behaviour; Associations; Mutualism; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12900057285"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Book chapter	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gomez-Zurita,Jesus;Petitpierre,Eduard"	Contribution to the knowledge of the Iberian fauna of Chrysomelidae (Coleoptera). I. New records of Criocerinae, Clytrinae and Cryptocephalinae.	Boletin de la SEA	 	2010	31-Dec-10	47	 	139	142	"Zoology;Clytra (Clytra) quadripunctata;Clytra (Clytraria) atraphaxidis;Lachnaia hirta;Lachnaia pseudobarathraea;Lachnaia pubescens [Spain / / New record]. Crioceris (Crioceris) macilenta [Spain / Malaga, Almogia / New record]. Cryptocephalinae [Portugal / / New record] [Spain / / ]."	New records from Spanish provinces and Portuguese districts are presented for 24 species of Chrysomelidae in the subfamilies Criocerinae, Clytrinae and Cryptocephalinae. Most of these records fill gaps in the known distribution of the species. The known range of Lachnaia pubescens is extended westwards (Caceres, Spain), that of Cryptocephalus blandulus southwestwards (Setubal, Portugal). We discuss the problems for the identification of Lachnaia pseudobarathraea, a species formerly thought to be endemic to the alpine belt of Sierra Nevada (Granada, Spain), but actually present in most of south-eastern Spain. Clytra quadripunctata, Stylosomus ilicicola, Pachybrachis suffriani, Cryptocephalus cantabricus, C. luridicollis, and C. obliteratifer are new records for the Portuguese fauna of Chrysomelidae.	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14707048991"	 		 	 	 	 				 	1134-6094	 	"Gomez-Zurita, Jesus; Institut de Biologia Evolutiva (CSIC-UPF), Pg. Maritim de la Barceloneta 37, 08003 Barcelona, Spain, Spain.; j.gomez-zurita@ibe.upf-csic.es"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gonzalez Moline,A. L.;Tinaut Ranera,J. A.;Gomez Sanchez,R."	Evolucion estacional de la entomofauna del suelo en un robledal (Quercus pyrenaica Willde) de Sierra Nevada.	Actas do Congresso Iberico de Entomologia	 	1988	Diciembre 1988	3	 	557	575	"Environmental Sciences & Ecology;Zoology;Forestry;Agriculture;Meteorology & Atmospheric Sciences;Arthropoda [Community structure / / Oakwood forest soil;effect of climate] [Forest and woodland / / Oakwood community structure & distribution] [Soil habitat / / ] [Climate and weather / / Oakwood forest soil community structure relationship] [Spain / / Sierra Nevada;Oakwood forest soil community structure]."	 	"PT: J BD: Ecology; Habitat; Terrestrial habitat; Abiotic factors; Physical    factors; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13000048338"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gonzalez,marcos A.;Malicky,Hans"	[A new species of Hydropsyche of the pellucidula group (Trichoptera, Hydropsychidae).]	Braueria	 	1999	1999	26	 	25	26	"Zoology;Hydropsyche iberomaroccana [Morocco / / New species] [Spain / / ]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Africa; Eurasia; Europe; UT: ZOOREC:ZOOR13600009032"	 		 	 	 	 				 	1026-3632	 	"Gonzalez, marcos A.; Universidade de Santiago de Compostela, Facultade de Bioloxia, Departamento de Bioloxia Animal, SP-15706 Santiago de Compostela, Spain, Spain."	 	 	 	DT: Article	Une nouvelle espece de Hydropsyche du groupe pellucidula (Trichoptera, Hydropsychidae).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gonzalez-Megias,A.;Gomez,J. M.;Sanchez-Pinero,F."	Diverse responses of shrub-associated arthropods to ungulate removal.	Zoologica Baetica	Zool.Baetica	2005	2005	16	 	121	139	"Environmental Sciences & Ecology;Zoology;Nutrition & Dietetics;Arthropoda [Community structure / / Mammalian shrub browsing effects] [Scrub / / mammalian browsing effects] [Spain / Granada, Sierra Nevada National Park / ]. Capra hircus;Capra pyrenaica;Ovis aries [Food plants / Astragalus granatensis & Genista versicolor / Browsing effect on arthropod community structure] [Scrub / / ] [Spain / Granada, Sierra Nevada National Park / Shrub browsing effect on arthropod community structure]."	This paper experimentally examines the relationship between ungulates and arthropods associated with two common shrub species (Astragalus granatensis Lam. and Genista versicolor- Boiss.) in the high mountains of Sierra Nevada (SE Spain). During two years we studied the effect of ungulate removal on the abundance, biomass, and diversity of arthropod families and beetle species. In general, our results have shown that ungulates significantly affected the arthropods living in the two studied shrub species. Ungulates affected arthropod community traits, this effect being evident mainly on arthropod and beetle diversity. However, we cannot draw conclusions about the positive or negative effect of browsing in our study area, because at each taxonomic level (arthropod families vs. beetle species) arthropods responded to ungulates in a different way. In addition, the effect of ungulates on arthropods and beetles differed between sites, years and sampling periods. Moreover, there were also complex responses of arthropods at family and species levels in relation to temporal variability, pointing out the necessity of conducting long-term studies to accurately determine the actual effect of grazing on arthropod communities.	"PT: J BD: Nutrition; Diet; Ecology; Habitat; Terrestrial habitat; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14212075472"	 		 	 	 	 				 	1130-4251	 	"Gonzalez-Megias, A.; Departmento de Biologia Animal y Ecologia, Facultad de Ciencias, Universidad de Granada, 18071 Granada, Spain, Spain.; adelagm@ugr.es"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Gonzalez-Megias,Adela;Gomez,Jose Maria;Sanchez Pinero,Francisco"	Ecology of the high mountain chrysomelid Timarcha lugens Rosenhauer (Chrysomelinae).	 	 	2004	2004	 	 	563	 	"Environmental Sciences & Ecology;Zoology;Timarcha lugens [Ecology / / High mountain habitats] [Mountain habitat / High mountain habitat / ] [Spain / Sierra Nevada / Ecology in high mountain habitats]."	 	"PT: B BD: Ecology; Habitat; Terrestrial habitat; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR14012069484"	 	"Jolivet,P.;Santiago-Blay,J. A.;Schmitt,M."	 	 	 	 				 	90-5103-142-4	 	"Gonzalez-Megias, Adela; School of Biology, University of Leeds, Leeds, LS2 9JT, United Kingdom, United Kingdom.; bgyagm@leeds.ac.uk"	 	 	 	DT: Book chapter	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Gunther,A.;Hinz,W."	Die striate Pisidium-Form (Sphaeriidae, Bivalvia) der Sierra Nevada, Sudspanien.	Acta Biologica Benrodis	Acta Biol.Benrodis	1989	1988-1989	1	2	93	106	"Biochemistry & Molecular Biology;Zoology;Anatomy & Morphology;Pisidium [Enzymes / / Electrophoretic patterns;identification of striate form] [Shell morphology / / Identification of striate form implications] [Spain / / Sierra Nevada;biochemical & morphological evidence]."	 	"PT: J BD: Biochemistry; Proteins; Skeletal and supporting structures; Shell; Land    zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12600037426"	 		 	 	 	 				 	0177-9214	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Gusenleitner,J.	Neue Leptochilus-Arten aus dem Mittelmeergebiet und dem Iran (Hymenoptera, Eumenidae).	Entomofauna	Entomofauna	1985	1985	6	9	81	101	"Zoology;Leptochilus (Lionotulus) ebmeri [Crete / / Ida Oros;New species]. Leptochilus (Lionotulus) fuscipes;Leptochilus (Lionotulus) ressli [Iran / / New species]. Leptochilus (Lionotulus) hethiticus;Leptochilus (Lionotulus) nigroclypeus [Turkey / / New species]. Leptochilus (Lionotulus) schachti [Spain / / Sierra Nevada;New species]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Diagnosis; Taxonomy; Key; Land    zones; Palaearctic region; Eurasia; Asia; Europe; Greece; UT: ZOOREC:ZOOR12200006542"	 		 	 	 	 				 	0250-4413	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Gusenleitner,J.	Interessante Faltenwespen aus dem Hochgebirge Spaniens (Hymenoptera, Vespoidea).	Entomofauna	Entomofauna	1983	1983	4	12	165	171	"Zoology;Vespoidea [Spain / / Sierra Nevada;New species & additional records]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Diagnosis; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR12000013820"	 		 	 	 	 				 	0250-4413	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Hacker,Hermann	[The revision of the genus Hadena Schrank, 1802 (Lepidoptera: Noctuidae).]	Esperiana	 	1996	1996	5	 	6	696726-775	"Zoology;Reproductive Biology;Evolutionary Biology;Hadena [Zoogeography / / Detailed account] [Oriental region / / Systematic revision;distribution;zoogeography & phylogeny] [Palaearctic region / / ]. Hadena generic group [Genitalia / / Morphology & role in systematics] [Phylogeny / / Generic group relationships]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Type species; Type material;    Combination; Synonymy; Taxonomy; Taxonomic position; Status; Key;    Reproduction; Reproductive system; Evolution; Zoogeography; Land zones; UT: ZOOREC:ZOOR13400013549"	 		 	 	 	 				 	0949-4529	 	"Hacker, Hermann; Kilianstrasse 10, D-96231 Staffelstein, Germany, Germany."	 	 	 	DT: Article	Revision der Gattung Hadena Schrank, 1802 (Lepidoptera, Noctuidae).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Harz,K.	Die Orthopteren Europas 2.	Series Ent	 	1975	1975	11	 	1	939	"Zoology;Caelifera [Europe / / Revision]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Type species; Synonymy; Taxonomy;    Key; Land zones; Palaearctic region; Eurasia; UT: ZOOREC:ZOOR11200044959"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Holzel,H.	Ein neuer trichterbauender Ameisenli we aus Sudwesteuropa (Planipenna).	Nachrichtenblatt bayer Ent	 	1974	1974	23	5	81	85	Zoology	 	"PT: J BD: Systematics; Nomenclature; New taxa; Taxonomy; Key; UT: ZOOREC:ZOOR11100028442"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Huemer,Peter	Beitrag zur Kenntnis alpiner Dichrorampha-Arten der Iberischen Halbinsel (Lepidoptera: Tortricidae).	Nota Lepidopterologica	Nota Lepidopterol.	1993	30-Nov-93	16	2	105	111	"Zoology;Dichrorampha chavanneana [Spain / / Granada;Sierra Nevada;First record for Iberian Peninsula]. Dichrorampha harpeana andorraensis [Andorra / / New subspecies;first record of species for Iberian Peninsula]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR13100040915"	 		 	 	 	 				 	0342-7536	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
