Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Lorite,Juan;Algarra,Jose Antonio;Navarro,Francisco Bruno;Salazar,Carlos"	Chorological notes on the vascular flora of Sierra Nevada, Almeria, Spain	Studia Botanica	Stud.Bot.	1999	Junio, 1999(2000)	18	 	153	156	"Environmental Sciences & Ecology;Life Sciences & Biomedicine - Other Topics"	 	PT: J ME: print	 		 	 	 	 				 	0211-9714 ER	 	"Lorite, Juan; Algarra, Jose Antonio; Navarro, Francisco Bruno; Dpto. Biologia Vegetal, Facultad de Ciencias, Universidad de Granada, 18001, Granada, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Lorite,Juan;Ruiz Girela,Mario;Donaire,Francisco"	Data on endemic, rare or threatened flora of Sierra Nevada (SE. Spain)	Acta Botanica Malacitana	 	2005	 	30	 	237	239	"Biodiversity & Conservation;Life Sciences & Biomedicine - Other Topics"	 	PT: J	 		 	 	 	 				 	0210-9506 ER	 	"Lorite, Juan; Univ Granada, Fac Ciencias, Dept Bot, CSevero Ochoa S-N, E-18071 Granada, Spain"	 	 	 	DT: Article	Datos sobre flora endemica, rara o amenazada de Sierra Nevada (SE. Espana)	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Lorite,Juan;Valle,Francisco;Ruiz Polo,Nieves"	Cartography and vegetation dynamics in the Sierra Nevada, Almeria (s.e. Spain)	Lagascalia	 	1997	 	19	01-Feb	601	608	Environmental Sciences & Ecology	 	PT: J ME: print	 		 	 	 	 				 	0210-7708 ER	 	Dep. Biol. Veg., Fac. Ciencias, Univ. Granada, C. Severo Ochoa s/n, 18001 Granada, Spain	 	 	 	"DT: Meeting; LT: Meeting Paper"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Losa Quintana,J. M.;Perez Raya,F."	The Rupicolous Communities of the Malacitano-Almijarense Sector of Sierra Nevada Granada Spain	Boletin de la Real Sociedad Espanola de Historia Natural Seccion Biologica	 	1986	 	81	01-Apr	51	60	Environmental Sciences & Ecology	We have studied the ecology and phytosociology of the rupicolous communities in the Malacitano-Almijarense sector of Sierra Nevada. We also describe the following syntaxa: Erodio-Saxifragetum ecrioblastae as. nova, Saxifrago-Teucrietum rotundifoliae, erodietosum daucoidis subas, nova and Campanulo-Phagnaletum, teucrietosum rotundifoliae subas, nova.	PT: J	 		 	 	 	 				 	0366-3272 ER	 	"LOSA QUINTANA J M; DEP BOTANICA, FAC FARM, UNIV GRANADA, 18071 GRANADA, GRENADA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Lozez-Colon,Jose Ignacio	New data on Lucanidae and Melolonthidae from the Sierra Nevada (Iberian Peninsula) (Coleoptera)	Nouvelle Revue d'Entomologie	Nouv.Rev.Entomol.	1992	 	9	1	89	90	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	 	PT: J	 		 	 	 	 				 	0374-9797 ER	 	Uruguay 27, E-28016 Madrid, Spain	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Lyneborg,L.	Some Muscidae from Southern Spain with Descriptions of 6 New Species Insecta Diptera	Steenstrupia	Steenstrupia	1970	 	1	6	29	54	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	 	PT: J	 		 	 	 	 				 	0375-2909 ER	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Macmillan,Craig W.;Costello,Michael J."	A protocol for using a mite brushing machine for estimating densities of Willamette mite on grapes	American Journal of Enology and Viticulture	Am.J.Enol.Vitic.	2005	 	56	3	293A	 	"Life Sciences & Biomedicine - Other Topics;Instruments & Instrumentation;Environmental Sciences & Ecology;Agriculture"	 	PT: J	 		 	 	 	 				 	0002-9254 ER	 	 	 	 	 	DT: Meeting	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Martin,J.;Garcia-Barros,E.;Gurrea,P.;Lucianez,M. J.;Munguira,M. L.;Sanz,M. J.;Simon,J. C."	High endemism areas in the Iberian Peninsula	Belgian Journal of Entomology	Belg.J.Entomol.	2000	12-May-00	2	1	47	57	"Biodiversity & Conservation;Life Sciences & Biomedicine - Other Topics"	A comparison between different groups of organisms in the Iberian Peninsula was made to establish and analyse the high endemism areas and patterns of endemism within this territory. The analysis was based on distribution maps of endemic species of the following groups: monocotiledons (Monocotyledoneae), amphibians (Amphibia) and reptiles (Reptilia), springtails (Hexapoda, Collembola), weevils (Coleoptera, Curculionoidea) and butterflies and moths (Lepidoptera, Papilionoidea and Noctuidae). Distribution data were taken from published records and from the database 'Endemica' that was built for this project. Geographic distributions for each group were represented using UTM maps with a 100 km grid. The areas with a highest concentration of endemic species generally fit to mountain areas. However, each group has its own density pattern of endemic species, and that of amphibians and reptiles is the most distinct when compared with the rest. Relevant areas with a high concentration of endemic species include the Western Pyrenees, Cantabrian Mountains, Macizo Galaico, Sistema Central and Cordillera Penibetica, among which Sierra Nevada is of special interest.	PT: J ME: print	 		 	 	 	 				 	1374-5514 ER	 	"Martin, J.; Garcia-Barros, E.; Gurrea, P.; Lucianez, M. J.; Munguira, M. L.; Simon, J. C.; Departamento de Biologia, Universidad Autonoma de Madrid, Cantoblanco, Madrid, E-28049, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Martin,J.;Gurrea,P."	Speciation areas in Spain and Portugal	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1999	June, 1999	23	01-Feb	83	103	"Biodiversity & Conservation;Evolutionary Biology;Life Sciences & Biomedicine - Other Topics"	A revisison of the publications of the Asociacion espanola de Entomologia and the Sociedade portuguesa de Entomologia was made to spot the areas where new species were described. We used this information to define the areas with a high level of speciation (endemicity). From the new species described only the ones from Ibero-Balearic and Macaronesian areas were taken into account (Iberian Peninsula and Balearic, Canarian and Azores Islands). The new species cover a wide range of taxonomic groups and geographic locations. During the 20 years covered by our study species were described from most of the insects orders and also other groups within the Hexapoda, Uniramia, Crustacea and Chelicerata. Most of the descriptions are based on material collected recently, and only a few use older material from museums or other research institutions. The description of new species is not restricted to typical high endemicity areas like the Pyrenees, Sierra Nevada, Azores or the Canary Islands, but includes many localities from most of the considered areas. The place where specialists are based has great importance in the biodiversity knowledge of a given geographic area.	PT: J ME: print	 		 	 	 	 				 	0210-8984 ER	 	"Martin, J.; Gurrea, P.; Departamento de Biologia, Universidad Autonoma de Madrid, 28049, Madrid, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Martinez Rica,J. P.	Diversity of alpine vertebrates in the Pyrenees and Sierra Nevada, Spain.	Alpine diversity in Europe	 	2003	 	Volume 167	 	367	375	"Biodiversity & Conservation;Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	 	PT: S ME: print	 	Nagy, Laszlo Grabherr, Georg Koerner, Christian Thompson,Desmond B.A.	Ecological Studies	 	 	 				 	"0070-8356 (ISSN print); 3-540-00108-5 (cloth) ER"	 	"Martinez Rica, J. P.; Instituto Pirenaico de Ecologia, Avda. Montanana, 177, 50080, Zaragoza, Spain"	 	 	 	DT: Book Chapter	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Martinez,R.	Seasonal Variation of Phyto Plankton Biomass and Photosynthesis in the High Mountain Lake La-Caldera Sierra-Nevada Spain	"Dokulil, M., H.Metz and D.Jewson (Ed.).Developments in Hydrobiology, Vol.3.Shallow Lakes: Contributions to their Limnology; Meeting, Illmitz, Austria, Sept.23-30, 1979.Xii+212p.W.Junk Bv Publishers: the Hague, Netherlands; Boston, Mass, Usa.Illus"	 	1980	1980 (RECD. 1981)	 	 	P111	120	"Biochemistry & Molecular Biology;Developmental Biology;Environmental Sciences & Ecology"	 	PT: S	 		Developments in Hydrobiology	 	 	 				 	"0167-8418; 90-6193-753-1 ER"	 	"MARTINEZ R; UNIV GRANADA, DEP ECOL, GRANADA, SPAIN"	 	 	 	"DT: Book; Meeting"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Martinez,R.	Phyto Plankton Species Biomass and Diversity in Lake La-Caldera Sierra-Nevada Granada Spain	Acta Hydrobiologica	 	1977	 	19	2	95	108	"Environmental Sciences & Ecology;Marine & Freshwater Biology"	"The phytoplankton of the high mountain lake La Caldera (3050 m above sea level) in the Sierra Nevada (Penibetic Mountains, South Spain) was examined for the 1st time. The study was carried out during the ice-free period, June-Sept., 1973. The dominant algal class was the Chrysophyta, mainly chrysomonads of the genus Chromulina. Diatoms were poorly represented; most of them came from the bottom or littoral communities. An uncommon phenomenon was the quantitatively important presence of the blue-green alga Cyanarcus hamiformis. Cell number, biomass and Shannon's diversity index were calculated. The indices are in accordance with those in other alpine ecosystems."	PT: J	 		 	 	 	 				 	0065-132X ER	 	"MARTINEZ R; DEP ECOL, FAC SCI, UNIV GRANADA, GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Martinez,T.	Comparison of the Alimentary Habits of the Wild Goat and Sheep in the Alpine Zone of Sierra Nevada Spain	Archivos de Zootecnia	Arch.Zootec.	1988	 	37	137	39	50	"Agriculture;Environmental Sciences & Ecology"	It has been compared the diets of the Spanish wild goat (Capra pyrenaica) and the sheep (Ovis aries) in the Alpine zone of Sierra Nevada. To that effect 25 faecal samples were analyzed from each of the ungulata by micrographyc technics. The most relevant plant species in the goats diet were Agrostis nevadensis, Juniperus nana, Festuca iberica, F. clementei, F,. nevadensis, while in the case of sheep they were Agrostis nevadensis, Arenaria tetraquetra, Thymus serpylloides, Ptilotrichum purpureum, Festuca iberica, Crepis oporinoides, etc. Sheep consumed higher proprortion of herbaceous plants than the goat. The diet overlap was 56.3%. Grasses were the trophyc group which larger overlap, and the Rs value was also high and significative(P < 0.05). The overlap of the rest of thophyc groups was 50% for chamaephytes and lower for shrubs and forbs, the Rs values were low and non significative.	PT: J	 		 	 	 	 				 	0004-0592 ER	 	"MARTINEZ T; UNIDAD ZOOL APLICADA, CONSEJERIA AGRIC GANADERIA, EL ENCIN, ALCALDA DE HENARES, MADRID, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	Martinez-Silvestre R	1st Report on the Limnology of the Alpine Lake La-Caldera in the Penibetic Mountains Sierra-Nevada Granada Spain	 	 	1975	 	 	 	1139	 	"Biochemistry & Molecular Biology;Developmental Biology;Environmental Sciences & Ecology;Marine & Freshwater Biology ER"	 	PT: B	 		 	 	 	 				 	 	 	 	 	 	 	DT: Book	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	Martinez-Silvestre R	Study of the Diatom Flora of the Alpine Lake Aguas-Verdes Sierra-Nevada Granada Spain by Light and Electron Microscopy	 	 	1974	 	 	 	135	 	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Marine & Freshwater Biology;Science & Technology - Other Topics ER"	 	PT: B	 		 	 	 	 				 	 	 	 	 	 	 	DT: Book	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Medina,Leopoldo	Sparganium angustifolium Michaux (Sparaganiaceae), a forgotten plant from Sierra Nevada (Granada)	Anales del Jardin Botanico de Madrid	An.Jard.Bot.Madrid	1998	June, 1998	56	1	169	170	Life Sciences & Biomedicine - Other Topics	 	PT: J ME: print	 		 	 	 	 				 	0211-1322 ER	 	"Medina, Leopoldo; Real Jardin Botanico, CSIC, Plaza de Murillo 2, E-28014 Madrid, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Michelsen,V.	The Mediterranean Species of Pegoplata Section Cuticornis Diptera Anthomyiidae	Entomologica Scandinavica	Entomol.Scand.	1988	 	19	4	489	502	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	The monophyly of the following anthomyiid aggregates is substantiated: The Myopininae/Myopinini = (Enneastigma Stein + Calythea Schnabl and Dziedzicki) + (Pegoplata Schnabl and Dziedzicki + Myopina Robineau-Desvoidy). The Afrotropical species tarsata (Adams), ornata (Bezzi) and two Oriental species, fulva (Malloch), henanensis (Ge and Fan), all currently recognized in Nupedia Karl, either referable to Enneastigma or to a new genus in the Enneastigma + Calythea lineage. The recent inclusion of Nupedia in Pegoplata is accepted, but it is pointed out that Pegoplata s. lat. is probably paraphyletic in terms of Myopina. The monophyly of Pegoplata (section cuticornis) is confirmed, and it is argued that its sister group is section acutipennis. Section cuticornis is found to include 1 Holarctic, 2 Nearctic, and 6-7 Palearctic species of which 4 new ones are described from the Mediterranean: P. granadensis sp. n. from Sierra Nevada in Spain, and P. freidbergi sp. n., P. grandis sp. n. and P. hermonensis sp. n. from Mt. Hermon at the Lebanese/Syrian border. The Mediterranean species, which are shown to constitute a monophyletic group, are keyed and subjected to cladistic and biogeographic analyses.	PT: J	 		 	 	 	 				 	0013-8711 ER	 	"MICHELSEN V; DEP ENTOMOL, ZOOL MUSEUM, UNIV COPENHAGEN, UNIVERSITETSPARKEN 15, DK-2100 COPENHAGEN O, DENMARK"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Montero,A. M.;Ranera,A. T."	Phenology of the Vespidae in Sierra Nevada Granada Spain Hymenoptera Vespidae	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1987	 	11	 	159	170	"Behavioral Sciences;Physiology;Meteorology & Atmospheric Sciences;Environmental Sciences & Ecology"	This paper deals the phenology of the Vespidae species occurring in Sierra Nevada, in each of the bioclimatic levels in order to know the way in which altitude may affect the phenological behaviour of each species. It also studies the phenology of each of the tribes existing in Sierra Nevada, as a whole, at the three bioclimatic levels where they occur and can be observed some tendencies from which we point out the following: a) The number of individuals increases when the altitude increases. b) For a single tribe the binomial activity becomes unimodal as altitude increases. c) Alternation in the maximums of tribes do not coincide either in space or in time.	PT: J	 		 	 	 	 				 	0210-8984 ER	 	"MONTERO A M; DEPARTAMENTO DE BIOLOGIA ANIMAL, ECOLOGIA Y GENETICA, FACULTAD DE CIENCIAS, UNIVERSIDAD DE GRANADA, 18071-GRANADA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Mota,J. F.;Valle,F."	New Data for the Flora of Sierra Nevada Andalusia Spain	Webbia	Webbia	1986	 	40	2	323	334	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	Although Sierra Nevada has been frequently explored from the botanical point of view, numerous gaps are still existing in its floristic knowledge. In the present paper the author takes into consideration some interesting species (e.g. Crassula vaillantii, Lythrum portula, Rosa nitidula, Hyssopus officinalis, etc. which appear to be new in regard to the area concerned. Other misinterpreted taxa are also considered (e.g. Juniperus communis subsp. hemisphaerica, Astragalus granatensis subsp. granatensis, Veronica repens, etc.) which show particular interest from a taxonomical or geographical point of view. The distribution in the area is also shown. The relating herbarium specimens are kept in the herbarium of the Faculty of Sciences, University of Granada (GDAC).	PT: J	 		 	 	 	 				 	0083-7792 ER	 	"MOTA J F; DEP DE BOTANICA, FACULDAD DE CIENCIAS, UNIV DE GRANADA, ESPANA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Munguira,M. L.;Martin,J."	The Sierra Nevada Blue, Polyommatus golgus (Hubner)	 	 	1993	 	8	 	94	 	"Life Sciences & Biomedicine - Other Topics;Biodiversity & Conservation;Environmental Sciences & Ecology;Anatomy & Morphology"	 	PT: B	 	New,T. R.	Occasional Paper of the IUCN Species Survival Commission	 	 	 				 	2-8317-0159-7 ER	 	Dep. Biol., Fac. Ciencias, Univ. Autonoma Madrid, Madrid, Spain	 	 	 	"DT: Book; Book Chapter"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Nieto Feliner,Gonzalo	"Notulae taxinomicae, chorologicae, nomenclaturales, bibliographicae aut philologicae in opus ""Flora Iberica"" intendentes: Are the yellow flowered and purple-violet-flowered orophilous Erysimum from the Sierra Nevada Mountain range conspecific?"	Anales del Jardin Botanico de Madrid	An.Jard.Bot.Madrid	1992	 	50	2	272	274	"Life Sciences & Biomedicine - Other Topics;Plant Sciences;Cell Biology;Genetics & Heredity"	 	PT: J	 		 	 	 	 				 	0211-1322 ER	 	Real Jardin Botanico, CSIC, Plaza de Murillo 2, 28014 Madrid, Spain	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Nieto Feliner,Gonzalo;Gutierrez Larena,Belen;Fuertes Aguilar,Javier"	Fine-scale geographical structure, intra-individual polymorphism and recombination in nuclear ribosomal internal transcribed spacers in Armeria (Plumbaginaceae).	Annals of Botany (London)	 	2004	Feb-04	93	2	189	200	"Evolutionary Biology;Genetics & Heredity"	"Background and Aims: Isolation and drift are the main causes for geographic structure of molecular variation. In contrast, the one found in a previous survey in Armeria (Plumbaginaceae) for nuclear ribosomal ITS multi-copy regions was species-independent and has been hypothesized to be due to extensive gene-flow and biased concerted evolution. Since this was inferred from a genus-level phylogenetic analysis, the aim of this study was to check for the occurrence of such structure and the validity of the proposed model at a local scale, in a southern Spanish massif (Sierra Nevada), as well as to examine the evolutionary implications at the organism level. Methods: In addition to 117 sequences of direct PCR products from genomic DNA, 50 sequences of PCR products from cloned DNA were obtained to analyse cases of intragenomic polymorphisms for the ITS regions. Key Results: Sequence data confirm the occurrence of a species-independent structure at a local scale and reveal insights through the analysis of contact areas between different ITS copies (ribotypes). A comparison between cloned and direct sequences (a) confirms that, within these contact areas, ITS copies co-occur both in different individuals and within single genomes; and (b) reveals recombination between different copies. Conclusions: This study supports the utility of direct sequences for detecting intra-individual polymorphism and for partially inferring the ITS copies involved, given previous knowledge of the variability. The main evolutionary implication at the organism level is that gene-flow and concerted evolution shape the geographic structure of ITS variation."	PT: J ME: print	 		 	 	 	 				 	0305-7364	 	"Nieto Feliner, Gonzalo; Real Jardin Botanico, CSIC, Plaza de Murillo 2, E-28014, Madrid, Spain"	 	 	 	DT: Article	 	 	 	10.1093/aob/mch027 ER	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Nieto Feliner,Gonzalo;Rossello,Josep Antoni;Fuertes,Javier"	A new subspecies of Armeria filicaulis (Plumbaginaceae) from Sierra Nevada (southern Spain)	Anales del Jardin Botanico de Madrid	An.Jard.Bot.Madrid	1998	June, 1998	56	1	162	164	Life Sciences & Biomedicine - Other Topics	 	PT: J ME: print	 		 	 	 	 				 	0211-1322 ER	 	"Nieto Feliner, Gonzalo; Real Jardin Botanico, CSIC, Plaza de Murillo 2, E-28014 Madrid, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Novoa,Francisco;Baselga,Andres"	"[Carabidae of west central Rif; Morocco (Coleoptera)]"	Nouvelle Revue d'Entomologie	Nouv.Rev.Entomol.	1999	Octobre-Decembre, 1999	16	4	311	325	Life Sciences & Biomedicine - Other Topics	A total of 147 species of Carabidae (Coleoptera) are quoted from the central and western part of the Rif Mountains in Morocco. Nineteen taxa are reported from the Rif for the first time, standing out the citations of Tachyura pallidicornis Jeanne, Philochtus guttula (Fabricius), Phyla tethys (Netolitzky), Calathus erythroderus Gemminger and Harold, Amara eurynota (Panzer), Amara chobauti Puel, Ophonus rufibarbis (Fabricius) and Nectochlaenius canariensis (Dejean). Besides the record of Acupalpus cantabricus La Brulerie in Morocco is confirmed. Most faunistc elements are Mediterranean, but there is a noteworthy representation of 32 Moroccan taxa (21,8%), ten of which are endemic of Rif Mountains. Finally, the affinities with the fauna of Sierra Nevada are studied.	PT: J ME: print	 		 	 	 	 				 	0374-9797 ER	 	"Novoa, Francisco; Baselga, Andres; Departamento de Biologia Animal, Facultad de Biologia, Universidad de Santiago de Compostela, E-15706, Santiago de Compostela, Spain"	 	 	 	DT: Article	"Los Carabidae del Rif centro occidental; Marruecos (Coleoptera)"	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Ocana,A.;Pena Santiago,R.;Hernandez Ruiz,J.;Morales Baquero,R."	Nematodes of the order Dorylaimida (Pearse, 1942) in different high-mountain lakes of the Sierra Nevada (Granada, Spain)	Nematology	Nematology	2002	 	4	2	187	 	"Environmental Sciences & Ecology;Marine & Freshwater Biology"	 	PT: J ME: print	 		 	 	 	 				 	1388-5545 ER	 	"Ocana, A.; Hernandez Ruiz, J.; Morales Baquero, R.; Depto Biologia Animal y Ecologia, Universidad de Granada, Granada, 18071, Spain; amelia@ugr.es"	 	 	 	"DT: Meeting; LT: Meeting Abstract"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Olivares,Javier;Jutzeler,David;Leestmans,Ronny"	Arethusana boabdil (Rambur, 1840) from Grenada, Andalusia: An excellent species (Lepidoptera: Nymphalidae: Satyrinae)	Linneana Belgica	Linn.Belg.	1999	Dec., 1999	17	4	135	154	Life Sciences & Biomedicine - Other Topics	The main aim of this paper consists of demonstrating the morphological differences between the first instar of A. arethusa (Denis and Schiffermueler, 1775) from Mt. Ventoux in southern France and A. boabdil occurring in the Sierra Nevada (southern Spain). The description of the early stages of the latter, depicted in colour, seemed to be unpublished. The differences found in the eggs and in the larvae are of such an importance that a new taxonomic approach of boabdil, being a species on its own, is a matter without doubt. The position of the Moroccan aksouali (Wyatt, 1952) and dentata (Staudinger, 1871) fron the SW. of France and NW. of Spain remain questionable as long as their first instars remain uncompared with those of the nominal arethusa. Full particulars on the habitat and on the distribution of boabdil, as well as on the geographical distribution of the other taxa fo the Arethusana-complex, are completing this study.	PT: J ME: print	 		 	 	 	 				 	0024-4090 ER	 	"Olivares, Javier; Calle Gallito 9, E-18014, Granada, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Ortega Bernaldo De Quiros,E.	Edaphoclimate of the South-Southeast Part of Sierra-Nevada Spain	Anales de Edafologia y Agrobiologia	 	1984	 	43	07-Aug	987	1018	"Meteorology & Atmospheric Sciences;Science & Technology - Other Topics;Agriculture"	"The soil climate (edaphoclimate) of the south-southeast part of the Sierra Nevada was studied from data based on the soil water balance as well as soil moisture and temperature regimes in ""Soil Taxonomy"" (Soil Survey Staff, 1975). Rain and temperature are both linear functions of elevation, rainfall increasing more than 34 mm and temperature decreasing 0.59.degree. C, every 100 m. Mediterranean characteristics of climate are represented on the soil by the annual presence 2 important periods: water deficit (summer) and water excess (winter), when altitude increases the former decreases and the latter increases. Soil moisture and temperature regimes are seriated according to altitude, the last changing from thermic to mesic to frigid and cryic at 844, 2030 and 2160 m respectively. Moisture content belongs to a xeric regime up to 2400-2500 m. Edaphoclimatic data obtained were perfectly coherent with those from soil genesis and typology of the zone."	PT: J	 		 	 	 	 				 	0365-1797 ER	 	"DELGADO CALVO-FLORES R; DEP DE GEOL Y EDAFOL, FACULTAD DE FARMACIA, UNIV DE GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Ortega,A.;Buendia,A. G."	Contribution to the Mycological Catalogue of the Sierra Nevada Granada Spain	International Journal of Mycology and Lichenology	 	1986	 	3	1	17	54	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	"Three hundred fourteen species of fungi collected from the Sierra Nevada (Granada, Spain) are described or mentioned here, which can be grouped as follows: nineteen Myxomycetes: forty-seven Discomycetes; two hundred twenty two Hymenomycetes and twenty six Gasteromycetes."	PT: J	 		 	 	 	 				 	0723-3353 ER	 	"ORTEGA A; DEP BOTANICA, FAC CIENCIAS, UNIV GRANADA, GRANADA, ESPANA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Pace,R.	Some Therian and Maghrebian Species of Atheta of the Subgenus Microdota Coleoptera Staphylinidae 36th Contribution to the Aleocharinae	Giornale Italiano di Entomologia	G.Ital.Entomol.	1982	 	2	1	73	80	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	Iberian and Maghrebian species of Atheta of the subgenus Microdota Muls. and Rey were studied. The male genitalia of A. (M.) lindbergiella Brundin and male genitalia and spermatheca of A. (M) steineri Scheerpeltz are illustrated for the 1st time. The new species A. (M.) franziella from Sierra Nevada [Spain] is described and illustrated. A. (M.) minor (Aube) is transferred to genus Ischnoglossa. Xenodota subgen. nov. A. (Traumoecia) insignicollis (Fauvel) an A. (? M.) normandi Fauvel are redescribed, illustrated and discussed. New geographic data are added for all species except A. steineri Scheerpeltz, A. insignicollis (Fauvel) and A. normandi Fauvel.	PT: J	 		 	 	 	 				 	0392-7296 ER	 	"PACE R; MUSEO CIVICO DI STORIA NATURALE DI VERONA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
