PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"de Figueroa, JMT; Luzon-Ortega, JM; Stewart, KW"				Tierno de Figueroa, Jose Manuel/K-8143-2014	Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815			The drumming of Isoperla pallida aubert and Guadalgenus franzi (Aubert) (Plecoptera, Perlodidae), and review and evolutionary considerations of Southern Iberian Peninsula Perlodidae								ZOOLOGICAL SCIENCE				19	8			871	875					Aug-02	2002	The drumming calls of two perlodid species from Southern Spain (Sierra Morena, Jaen) are analyzed and described. Nineteen calls from one male of Guadalgenus franzi were recorded, showing a simple call pattern composed of two beats with an average duration between them of 184.32 msec (range: 165-227). This is the simplest call pattern yet discovered in the Plecoptera. The female of this species also presented a simple call consisting of only one beat. The male of Isoperla pallida showed an ancestral call pattern, more simple than the other Iberian Isoperla species (I. grammatica, I. nevada or I. curtata, all of them with multiphasic drumming calls or I. bipartita with a notably different model consisting of rubbing). Calls from six different males (the female did not drum) consisted of an average of 65.94 beats (range: 25-83) with a duration average of 1462.69 msec (range: 548-1835), regularly repeated with intervals with a duration average of 22.27 msec (range: 17-30). With this study, the vibrational calls of all the Perlodid species from the Southern Iberian Peninsula, except Perlodes microcephalus and Besdolus bicolor, are known. Moreover, it presents the first record and description of the call of the monospecific genus Guadalgenus. An evolutionary approach to the vibrational communication diversification in the perlodids of the Southern Iberian Peninsula is presented, showing a complexity graduation from the more simple drumming calls (shown by Hemimelaena flaviventris and G. franzi) to the rubbing call of I, bipartita and intermediate drumming calls of other Isoperla species, consistent with the drumming evolution paradigm of Stewart (2001).									8	0	0	7	0	8			0289-0003			WOS:000179250500005	
J	"Tierno de Figueroa, J M; Luzon-Ortega, J M; Stewart, K W"								The drumming of Isoperla pallida Aubert and Guadalgenus franzi (Aubert) (Plecoptera, Perlodidae), and review and evolutionary considerations of Southern Iberian Peninsula Perlodidae.								Zoological science				19	8			871	5					2002-Aug	2002	The drumming calls of two perlodid species from Southern Spain (Sierra Morena, Jaen) are analyzed and described. Nineteen calls from one male of Guadalgenus franzi were recorded, showing a simple call pattern composed of two beats with an average duration between them of 184.32 msec (range: 165-227). This is the simplest call pattern yet discovered in the Plecoptera. The female of this species also presented a simple call consisting of only one beat. The male of Isoperla pallida showed an ancestral call pattern, more simple than the other Iberian Isoperla species (I. grammatica, I. nevada or I. curtata, all of them with multiphasic drumming calls or I. bipartita with a notably different model consisting of rubbing). Calls from six different males (the female did not drum) consisted of an average of 65.94 beats (range: 25-83) with a duration average of 1462.69 msec (range: 548-1835), regularly repeated with intervals with a duration average of 22.27 msec (range: 17-30). With this study, the vibrational calls of all the Perlodid species from the Southern Iberian Peninsula, except Perlodes microcephalus and Besdolus bicolor, are known. Moreover, it presents the first record and description of the call of the monospecific genus Guadalgenus. An evolutionary approach to the vibrational communication diversification in the perlodids of the Southern Iberian Peninsula is presented, showing a complexity graduation from the more simple drumming calls (shown by Hemimelaena flaviventris and G. franzi) to the rubbing call of I. bipartita and intermediate drumming calls of other Isoperla species, consistent with the drumming evolution paradigm of Stewart (2001).									0	0	0	0	0	0			0289-0003			MEDLINE:12193802	12193802
J	"Gil, AJ; Rodriguez-Caderot, G; Lacy, MC; Ruiz, AM; de Galdeano, CS; Alfaro, P"				"Gil, Antonio/L-8173-2014; ALFARO GARCIA, PEDRO/H-2038-2015"	"Gil, Antonio/0000-0003-0351-4106; ALFARO GARCIA, PEDRO/0000-0002-2753-2969"			Establishment of a non-permanent GPS network to monitor the recent NE-SW deformation in the Granada Basin (Betic Cordillera, southern Spain)								STUDIA GEOPHYSICA ET GEODAETICA				46	3			395	409		10.1023/A:1019530716324			Jul-02	2002	The Granada Basin (Central Betic Cordillera), one of the most seismically active areas of the Iberian Peninsula, is currently subjected to NW-SE compression and NE-SW extension. The present day extension is accommodated by normal faults with various orientations but particularly with a NW-SE strike. At the surface, these active NW-SE normal faults are mainly concentrated on the NE part of the Basin. In this part we have selected a 15-km long segment where several active normal faults crop out. Using the marine Tortonian rocks as a reference, we have calculated a minimum extensional rate of 0.15-0.30 mm/year. The observed block rotation, the listric geometry of faults at depth and the distribution of seismicity over the whole Basin, indicate that this rate is a minimum value. In the framework of an interdisciplinary research project a non-permanent GPS-network has been established in the central sector of Betic Cordillera to monitor the crustal deformations. The first two observation campaigns were done in 1999 and 2000.									17	0	0	1	0	17			0039-3169			WOS:000177223000002	
J	"Ramon Fernandez-Cardenete, Juan; Tierno de Figueroa, Jose Manuel"				Tierno de Figueroa, Jose Manuel/K-8143-2014	Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815			First records of Osmylus fulvicephalus (Scopoli. 1763) in southern Iberian Peninsula (Planipennia, Osmylidae).				Primera cita de Osmylus fulvicephalus (Scopoli. 1763) en el sur de la Peninsula Iberica (Planipennia, Osmylidae).				Boletin de la Asociacion Espanola de Entomologia				26	01-Feb			199	200					Junio 2002	2002										0	0	0	0	0	0			0210-8984			ZOOREC:ZOOR13900040704	
J	"Hodar, JA; Zamora, R; Castro, J"				Castro, Jorge/M-1509-2014	Castro, Jorge/0000-0002-6362-2240			Host utilisation by moth and larval survival of pine processionary caterpillar Thaumetopoea pityocampa in relation to food quality in three Pinus species								ECOLOGICAL ENTOMOLOGY				27	3			292	301		10.1046/j.1365-2311.2002.00415.x			Jun-02	2002	1. The work reported here analysed host utilisation by the pine processionary moth Thaumetopoea pityocampa (Lepidoptera: Thaumetopoeidae), the relationship between moth oviposition patterns and larval performance, the chemical characteristics of the plant in relation to the performance of different larval instars, and the role of these factors in the outbreak capacity of the species. In order to do this, a combination of field and laboratory techniques was used to study three pine species differing in nutritional characteristics.2. Moths oviposited in the three pine species analysed, although cluster pine received a lower number of batches. Late-instar larvae were able to feed on all three pine species, however first-instar larvae developed on Scots and black pine but died on cluster pine. Consequently, oviposition in cluster pine can be considered an oviposition mistake, and indicates that moths are rather unselective when ovipositing on different pine species.3. Chemical analysis of needles suggested that the quantity of nitrogen was the main factor responsible for the difference in survival of larvae.4. The oviposition pattern of the moth and the larval susceptibility to food quality in Thaumetopoea pityocampa agree with the theory that unselective oviposition of the moth is a precondition for eruptive dynamics in phytophagous insects.5. The success of the larvae depends mainly on the probability of the moth finding a suitable host. This probability is determined strongly by the changes of structure and coverage in Mediterranean pine woodlands, due to human management.									46	5	0	45	0	51			0307-6946			WOS:000175841800005	
J	"Donaire, T; Saez, R; Pascual, E"				Donaire, Teodosio/P-7032-2014	Donaire, Teodosio/0000-0001-5582-2253			Rhyolitic globular peperites from the Aznalcollar mining district (Iberian Pyrite Belt, Spain): physical and chemical controls								JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH				114	01-Feb	SI		119	128	PII S0377-0273(01)00287-6	10.1016/S0377-0273(01)00287-6			MAY 15 2002	2002	Globular peperites are exposed along the Aznalcollar mining district, Iberian Pyrite Belt (IPB), Spain. These rocks originated by mingling of a low-viscosity rhyolitic sill with unlithified, wet sediments. Highly amygdaloidal (up to 80% vol., millimeters to centimeters across) rhyolite globules extend from the upper contact of the sill for several centimeters into fine-grained volcaniclastic host rocks. The sill is very similar to other rhyolites in the IPB in terms of petrography and chemistry. It is aphyric to very sparsely quartz-phyric, with small quartz phenocrysts. Vesicularity has been measured in the sill as vesicle area fraction, determined by point counting over a rectangular grid, and number density per unit area, determined by counting every vesicle within the grid area. Amygdale distribution, measured within the sill, indicates a process by which vesicles migrated vertically from the lower portions of the sill to the roof zone. We suggest that this migration process caused local density changes, large enough to allow the rhyolitic magma to become buoyant enough to move through the overlying sediments, producing globular peperites. Globular structures are preserved when rhyolite globules entered the wet sediment. (C) 2002 Elsevier Science B.V. All rights reserved.									13	2	0	0	0	15			0377-0273			WOS:000176479200010	
J	"Martinez-Martinez, JM; Soto, JI; Balanya, JC"								Orthogonal folding of extensional detachments: Structure and origin of the Sierra Nevada elongated dome (Betics, SE Spain)								TECTONICS				21	3					1012	10.1029/2001TC001283			MAY-JUN 2002	2002	[1] A close relationship of the kinematics and timing between low-angle extensional faulting and upright folding is established for the Miocene detachment systems in the hinterland of the Betics in southeastern Spain. Folding accompanied tectonic denudation developing elongated domes with fold axes both parallel and perpendicular to the direction of extension. The geometry, kinematics, and tectonic evolution of two major sequentially developed extensional fault systems have been characterized in several E-W elongated mountain ranges of the central Betics on the basis of new cartographic and structural data and a comprehensive revision of other available geological and geophysical observations. The extensional systems have an average WSW direction of extension and led to exhumation of the two lower metamorphic complexes of the Betics, the Nevado-Filabride and the Alpujarride, during the middle and upper Miocene (Serravallian to Tortonian). The extended domain contains a core complex, with distal and proximal antiformal hinges separated by around 60 km and with a fold amplitude of similar to6 km (measured parallel to the direction of extension). The total amount of extension across the core complex is about 109-116 km, corresponding to a stretching factor (beta) of 3.5-3.9, estimated using the distance between fold axial surfaces and a geometrical model accomplishing footwall deformation during tectonic denudation via subvertical simple shear. The elongated domal and basinal geometry of the detachments and their respective footwalls is due to the interference between two sets of orthogonal large-scale open folds, trending N-S and E-W. Longitudinal, N-S trending folds are interpreted as isostatic folds, i.e., folds that developed in response to differential unloading of the extensional detachment footwalls inducing ductile flow in the middle crust. These folds formed in a rolling-hinge anticline in which rotation migrates westward through the footwall as it is progressively unroofed. In contrast, E-W trending folds, being subparallel to the direction of extension, have a contractional origin and progressively affect to the west the isostatically readjusted segments of the detachments once they are inactive. Orthogonal folding occurred since the Serravallian to lower Pliocene. Extension is still active from the rolling-hinge anticline in Sierra Nevada to the west. The middle Miocene to Pliocene tectonic evolution of the Sierra Nevada elongated dome at the core of the Betic hinterland is another example of the coexistence of extension and contraction during continued overall convergence and mountain-building.									47	0	0	2	0	47			0278-7407			WOS:000178945100007	
J	"Jerome, CA; Ford, BA"								The discovery of three genetic races of the dwarf mistletoe Arceuthobium americanum (Viscaceae) provides insight into the evolution of parasitic angiosperms								MOLECULAR ECOLOGY				11	3			387	405		10.1046/j.0962-1083.2002.01463.x			Mar-02	2002	"A population genetic approach was used to explore the evolutionary biology of the parasitic angiosperm Arceuthobium americanum Nutt. ex Engelm. (Viscaceae). Arceuthobium americanum infects three principal hosts and has the most extensive geographical range of any North American dwarf mistletoe. Based on the lack of apparent morphological and phenological differences between populations of A. americanum, past researchers have found no evidence for recognizing infraspecific taxa. In this study, molecular analysis using amplified fragment length polymorphism (AFLP) analysis indicated that A. americanum is divided into three distinct genetic races, each associated with a different host taxon in regions of allopatry: (i) Pinus banksiana in western Canada, (ii) Pinus contorta var. murrayana in the Sierra Nevada and Cascade Mountain ranges in the western US; and (iii) Pinus contorta var. latifolia in the western US and Canada. These observations suggest that host identity, geographical isolation and environmental factors have contributed to race formation in A. americanum. The lack of fine-scale patterning within each of the A. americanum races is attributed to random dispersal of seeds over long distances by animal vectors. Historical factors such as glaciations and founder events have also influenced structuring and genetic diversity in A. americanum populations. Given sufficient time, it is possible that these races will become reproductively isolated and undergo speciation."									33	0	0	32	0	33			0962-1083			WOS:000174424000009	11918778
J	"Ortiz, PL; Arista, M; Talavera, S"				"Ortiz Ballesteros, Pedro Luis/G-3099-2015; Talavera, Salvador/G-3387-2015; "	"Ortiz Ballesteros, Pedro Luis/0000-0002-4150-565X; Talavera, Salvador/0000-0002-6173-6754; Arista Palmero, Montserrat/0000-0003-0914-9525"			Sex ratio and reproductive effort in the dioecious Juniperus communis subsp alpina (Suter) Celak. (Cupressaceae) along an altitudinal gradient								ANNALS OF BOTANY				89	2			205	211		10.1093/aob/mcf028			Feb-02	2002	"The hypothesis that reproductive cost differs between sexes was tested in Juniperus communis subsp. alpina along an altitudinal gradient. Sex ratio (male : female) increased significantly with elevation, and above 2600 in it was significantly male-biased. The reproductive effort was markedly greater for females than for males at all elevations. However, over 3 years of study, the growth of the females, measured as elongation of the main axes, was similar to that of the males. In both sexes, growth decreased with increasing elevation. Neither size of the ripe seed cones, nor the number of developed seeds per cone varied with elevation. The percentage of filled seeds was significantly greater at higher elevations indicating more favourable conditions for wind pollination in these stands. However, cone production decreased with elevation and so, reproductive success of J. communis subsp. alpina in Sierra Nevada decreases towards both upper and lower altitudinal distribution limits. The results do not support the hypothesis of differential reproductive cost between sexes; thus, alternative arguments to explain the altitudinal variation of sex ratio are discussed. (C) 2002 Annals of Botany Company."									42	5	0	45	2	52			0305-7364			WOS:000174774300008	12099351
J	"Fernandez-Escudero, I; Pamilo, P; Seppa, P"				"Seppa, Perttu/A-9900-2011; Pamilo, Pekka/C-6907-2011"				Biased sperm use by polyandrous queens of the ant Proformica longiseta								BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY				51	3			207	213		10.1007/S00265-001-0433-3			Feb-02	2002	The occurrence and genetic effects of polyandry were studied in the ant Proformica longiseta using three microsatellite markers. The average queen mating frequency (QMF) estimated from the sperm dissected from the spermathecae of 61 queens was 2.4 with 69% of the queens being multiply mated. QMF estimated from worker offspring in a subsample of eight monogynous colonies was 3.5, but the effective paternity (m(e,p)) was only 1.23. The difference between these values reflected unequal sperm use by the queens. Most colonies of R longiseta were polygynous and the average relatedness among workers was 0.35. Polyandry thus added only marginally to the genetic diversity of colonies, and our results gave little support to the genetic-variability hypothesis for explaining polyandry. Diploid male load was low, as only 1% of males were diploid. A large majority (92%) of nests produced one sex only, with males produced in colonies that had higher than average worker relatedness. This contradicted the predictions derived from worker control of sex ratios. Males produced enough sperm to fill the spermathecae of several queens. Thus, the results indicated that diploid male load, sperm limitation and sex ratio conflict are also unlikely explanations of polyandry. Plausible hypotheses for polyandry include mating by convenience, as the sex ratio is male biased and the mating costs to a female can be low because the females are wingless and have no mating flight. The observed unequal sperm use further-more points to sperm choice and sperm competition as important factors in the evolution of polyandry.									24	1	0	24	0	24			0340-5443			WOS:000174228100001	
J	"Liu, ZL; Zhou, AY; Rodriguez, E"								Photometric observations of the delta Scuti star UV Trianguli and its evolutionary status								CHINESE JOURNAL OF ASTRONOMY AND ASTROPHYSICS				2	1			59	65					Feb-02	2002	UV Tri was observed photometrically from 1999 to 2000 at the Xinglong Station of the National Astronomical Observatories, Chinese Academy of Sciences, and was also observed with Stromgren uvbyH(beta) filter system at the Sierra Nevada Observatory (Spain) in 2000. From period,analyses of the data, three pulsation frequencies, 9.3299 cd(-1), 10.8483 cd(-1) and 3.6035 cd(-1) were obtained. We derived color indices: b - y = 0.215, m(1) = 0.169, c(1) = 0.783, and beta = 2.775. With these indices and some calibrations, we obtain: M-v = 2.44, M-bol = 2.27, logL/L-circle dot = 0.99, and logT(eff) = 3.875. Evolutionary sequences of stellar models with 1.00-2.00 solar masses, at steps of 0.05 M-circle dot are computed. Each sequence consists of 220 evolutionary intervals. From a comparison between the observed and calculated physical parameters we conclude that UV Tri is in an early, evolutionary phase before the turn-off point.									8	0	0	0	0	8			1009-9271			WOS:000174082600007	
J	"Zamora, Regino; Gomez, Lorena; Gomez, Jose Maraa; Hodar, Jose Antonio; Baraza, Elena; Castro, Jorge"								Meta-analysis of the nurse effect of shrubs in reforestations in Mediterranean mountains.								Ecological Society of America Annual Meeting Abstracts				87				455	455					2002	2002						87th Annual Meeting of the Ecological Society of America and the 14th Annual International Conference of the Society for Ecological Restoration87th Annual Meeting of the Ecological Society of America and the 14th Annual International Conference of the Society for Ecological Restoration	August 04-09, 2002August 04-09, 2002		Tucson, Arizona, USATucson, Arizona, USA	1	0		1	0	1						BIOSIS:PREV200300051854	
J	"Gomez, JM; Gonzalez-Megias, A"								Asymmetrical interactions between ungulates and phytophagous insects: Being different matters								ECOLOGY				83	1			203	211		10.2307/2680132			Jan-02	2002	"We conducted a 3-yr field experiment that manipulated the presence of ungulates (domestic sheep and Spanish ibex Capra pyrenaica, Bovidae) and the monophagous beetle Timarcha lugens (Chrysomelidae) to evaluate (1) the effects on beetle abundance and interaction with the woody crucifer Hormathophylla spinosa (2) the reciprocal effect of this insect on the interaction between ungulates and the plant, (3) their impact on H. spinosa reproductive output; and (4) the abundance of an associated taxon. Ceutorhynchus sp. nov. (Curculionidae).Our experiment showed that ungulate exclusion increased Timarcha abundance. whereas Timarcha had no effect on ungulates. H. spinosa reproductive output increased threefold promptly when ungulates were excluded, although in the third year Timarcha be.-an to have effects on shrub reproduction. Ungulates affected weevils both by exploitative competition and by incidental predation, with the total number of weevils emerging per shrub being more than fourfold higher in shrubs excluded from these mammals than in shrubs open to them. In addition. during the last year. the abundance of weevils was also affected by Timarcha removal. Our study demonstrated that phytophagous insects can compete with other herbivores highly dissimilar in size, ecology, and taxonomy, such as ungulates. These interactions usually produce asymmetrical results. sometimes closer to amensalism or predation than to pure competition."									29	0	0	28	1	31			Dec-58			WOS:000173117700018	
B	"Rodriguez, E; Lopez-Gonzalez, MJ; Costa, V"						"Montesinos, B; Gimenez, A; Guinan, EF"		Planetary transit across HD 209458 using uvby photometry								EVOLVING SUN AND ITS INFLUENCE ON PLANETARY ENVIRONMENTS, PROCEEDINGS		ASTRONOMICAL SOCIETY OF THE PACIFIC CONFERENCE SERIES		269				295	299					2002	2002	A planetary transit across the star HD 209458 was observed photometrically during the night on November 18(th), 1999. The observations were collected simultaneously in the four uvby filters of the Stromgren photometric system using the 90 cm telescope at Sierra Nevada Observatory, Spain. The corresponding light curves and results are presented here.					Workshop on the Evolving Sun and Its Influence on Planetary EnvironmentsWorkshop on the Evolving Sun and Its Influence on Planetary Environments	JUN 18-20, 2001JUN 18-20, 2001		INST ASTROFIS ANDALUCIA, GRANADA, SPAININST ASTROFIS ANDALUCIA, GRANADA, SPAIN	0	0	0	0	0	0					1-58381-109-5	WOS:000178272400023	
J	"Padial, JM; Avila, E; Gil-Sanchez, JM"								Feeding habits and overlap among red fox (Vulpes vulpes) and stone marten (Martes foina) in two Mediterranean mountain habitats								MAMMALIAN BIOLOGY				67	3			137	146		10.1078/1616-5047-00021			2002	2002	The feeding habits of two carnivorous opportunists, red fox (Vulpes vulpes) and stone marten (Martes foina), have been compared in two Mediterranean mountain habitats (mesic and xeric), located in the Sierra Nevada National Park (SE Spain), between April 1997 and March 1998. The analysis of scats revealed a very important interspecific trophic niche overlap in the mesic habitat. In the xeric habitat the differences were significant and the overlap moderate. Seasonal variations existed in the degree of overlap, which reached its highest Level in winter in the mesic habitat and in spring in the xeric habitat. The results indicated that the availability of food in each habitat was important in determining the divergence of the diets. Thus, in the mesic habitat, competition could be possible, although it was not important enough to cause a habitat segregation. Martens seemed to be more adaptive than foxes, probably due to their smaller size and arboreal life, allowing them to exploit fruit which is not as profitable for the fox. Foxes based their diet on small mammals, carrion and cultivated fruit in both habitats. Rabbits were also seasonally important in the xeric habitat. The trophic niche breadth of foxes was higher in the mesic habitat. The inter-habitat comparison showed significant differences in the diet of martens. In the xeric habitat, martens centred their diet on small mammals and fruit of Juniperus phoenicea, Morus ulmifolius and Amelanchier ovalis, while in the mesic habitat their diet was very similar to that of foxes. The trophic niche breadth was higher in the xeric habitat than in the mesic. The habitat conditions particulary influenced the overlap of the diets and these variations were fundamentally caused by the different availability of small fruit.									29	0	0	29	0	34			1616-5047			WOS:000176123500002	
B	"Antoci, V; Rodler, F"						"Sterken, C; Kurtz, DW"		44 Tau: a slowly rotating delta Scuti star								OBSERVATIONAL ASPECTS OF PULSATING B AND A STARS		ASTRONOMICAL SOCIETY OF THE PACIFIC CONFERENCE SERIES		256				179	181					2002	2002	Three separate data sets of the delta Scuti star 44 Tau (HD 26322), collected at the following Observatories: Washington Camp (Arizona), Sierra Nevada Observatory (Spain) and at the Ege University Observatory (Turkey), were combined and analyzed to determine its pulsation behavior. Seventeen frequencies between 6.34 d(-1) and 23.034 d(-1) (73.2 muHz and 266 muHz) were detected, of which seven are linear combinations. Furthermore, we could confirm the results of Akan (1993).					Workshop on Observational Aspects of Pulsating B and A StarsWorkshop on Observational Aspects of Pulsating B and A Stars	JUL 24-25, 2001JUL 24-25, 2001		UNIV BRUSSELS, BRUSSELS, BELGIUMUNIV BRUSSELS, BRUSSELS, BELGIUM	0	0	0	0	0	0					1-58381-096-X	WOS:000176732000025	
J	Gomez, JM								Self-pollination in Euphrasia willkommii Freyn (Scrophulariaceae), an endemic species from the alpine of the Sierra Nevada (Spain)								PLANT SYSTEMATICS AND EVOLUTION				232	01-Feb			63	71		10.1007/s006060200027			2002	2002	The reproductive ecology of Euphrasia willkommii (Scrophulariaceae), an endemic species from the Mediterranean alpine environments of the SE Spain, has been experimentally studied during two reproductive seasons. The flowers of this plant species were visited by very few insects belonging only to two generalist taxa, thrips and ants. Nevertheless, reproduction is not pollen limited in E. willkommii. Hand-pollinations demonstrated that this plant species is capable of selfing, reproductive success being similar in autogamous and allogamous crosses. Moreover, pollinator-exclusion experiments also showed that, under natural conditions, this plant relies predominantly on selfing, seed production being similar in presence or absence of pollinators. Selfing in E. willkommii is presumably an ecological mechanism to ensure successful reproduction in a harsh environment where pollinator availability is extremely low.									21	3	0	24	0	25			0378-2697			WOS:000175931800005	
J	Schulte, L								Climatic and human influence on river systems and glacier fluctuations in southeast Spain since the Last Glacial Maximum								QUATERNARY INTERNATIONAL				93-4				85	100	PII S1040-6182(02)00008-3	10.1016/S1040-6182(02)00008-3			2002	2002	The semi-desert environments of the Mediterranean re-ion are most sensitive to climatic changes and human land exploitation. This paper is focused on the Late Pleistocene and Holocene geomorphic evolution of southeast Spain, one of the driest regions in Europe. Late Pleistocene and Holocene chronosequences of river terraces were established for the Antas and Aguas valleys, respectively. The deposition of tip to four fluvial terraces during isotope stage 2 points to important erosion and accumulation processes at the end of Late Pleistocene in the Vera basin. In contrast to the stage 2 deposits, the Holocene terraces are composed of point bar deposits accumulated by meandering rivers with less sediment discharge. According to the obtained C-14-dating and extracted pottery fragments, Holocene terrace deposition occurred during the Atlantic period, early Middle Ages, Little Ice Age (LIA) and the 20th century. The most outstanding site in southern Spain for studying Holocene glacier shifts (up to five end-moraines) is the Veleta cirque in Sierra Nevada, where the southernmost glacier of Europe persisted during the Little Ice Age. The climate changes of the LIA probably are recorded by two glacier fluctuations, as indicated by Pb-210 dating and historical data. The reconstruction of the evolution of the Aguas and Antas valleys stress that the aggradations of the lower terraces is mostly climate-induced although during the last 500 years, human interference in the landscape (Christian conquest, mining boom of the 19th century, etc.) may have played an important role to river dynamics. (C) 2002 Elsevier Science Ltd and INQUA. All rights reserved.					Meeting of the INQUA Commission on the HoloceneMeeting of the INQUA Commission on the Holocene	20002000	INQUAINQUA	SEVILLE, SPAINSEVILLE, SPAIN	50	0	0	12	0	50			1040-6182			WOS:000178167600010	
J	"Gomez, Lorena; Zamora, Regino; Maraa Gomez, Jose"								Limitations to the regeneration of Acer granatense in the Mediterranean mountains: A multi-scale approach.								Ecological Society of America Annual Meeting Abstracts				87				356	356					2002	2002						87th Annual Meeting of the Ecological Society of America and the 14th Annual International Conference of the Society for Ecological Restoration87th Annual Meeting of the Ecological Society of America and the 14th Annual International Conference of the Society for Ecological Restoration	August 04-09, 2002August 04-09, 2002		Tucson, Arizona, USATucson, Arizona, USA	0	0		0	0	0						BIOSIS:PREV200300051614	
J	"Ocana, A.; Pena Santiago, R.; Hernandez Ruiz, J.; Morales Baquero, R."								Nematodes of the order Dorylaimida (Pearse, 1942) in different high-mountain lakes of the Sierra Nevada (Granada, Spain)								Nematology				4	2			187	187					2002	2002						Fourth International Congress of Nematology Programme and AbstractsFourth International Congress of Nematology Programme and Abstracts	June 08-13, 2002June 08-13, 2002		Tenerife, Canary Islands, SpainTenerife, Canary Islands, Spain	0	0		0	0	0			1388-5545			BIOSIS:PREV200200475651	
J	"Reche, I; Pulido-Villena, E; Conde-Porcuna, JM; Carrillo, P"				"Reche, Isabel/K-7120-2014; Conde-Porcuna, Jose/L-9665-2014; Carrillo, Presentacion /I-1601-2015"	"Reche, Isabel/0000-0003-2908-1724; Conde-Porcuna, Jose/0000-0002-5074-2796; "			Photoreactivity of dissolved organic matter from high-mountain lakes of Sierra Nevada, Spain								ARCTIC ANTARCTIC AND ALPINE RESEARCH				33	4			426	434		10.2307/1552552			Nov-01	2001	"The effect of many environmental stressors can be mediated by dissolved organic matter (DOM) properties. In this study, DOM from four high mountain lakes (two surrounded by meadows and two located on rocky terrain) was optically characterized and its photoreactivity was experimentally evaluated. To evaluate DOM photoreactivity. photobleaching rates of absorptivity, and fluorescence and their effects on DOM spectral properties were analyzed. Dissolved organic carbon (DOC) concentration ranged from 37 to 69 muM, absorptivity at 320 nm (a(320)) from 0.60 to 3.09 m(-1), and fluorescence from 1.30 to 5.70 QSU. Photobleaching of absorptivity was significant only at 320 nm (a(320)) resulting in half lives that varied from 2.6 to 6.7 d. Photobleaching of a(320) was significantly higher for DOM from takes located on rocky terrain than for DOM from lakes surrounded by meadows. Photobleaching of fluorescence emission at 450 nm (F-450) was significant only for three lakes and their ha-lf lives varied from 4.1 to 6.3 d. No significant difference,; were observed among the lakes studied. The changes over sunlight exposure of spectral slopes (S-UV), ratios of absorptivity at 250 nm to 365 nm (a(250):a(365)) and ratios of' fluorescence emission at 450 nm to 500 nm (F-450:F-500) did not show consistent trends with alternate increases and decreases. Lakes surrounded by meadows showed higher DOC concentrations, higher absorptivities, and lower ci,) photobleaching coefficients, suggesting that these lakes could be less vulnerable to UVR than lakes located on rocky terrain."					International Symposium on High-Mountain Lake and Streams: Indicators of a Changing WorldInternational Symposium on High-Mountain Lake and Streams: Indicators of a Changing World	SEP 04-08, 2000SEP 04-08, 2000		INNSBRUCK, AUSTRIAINNSBRUCK, AUSTRIA	33	0	0	31	0	34			1523-0430			WOS:000172713800008	
J	"Vivero, JL; Hernandez-Bermejo, JE; Ligero, JP"								Conservation strategies and management guidelines for wild Prunus genetic resources in Andalusia, Spain								GENETIC RESOURCES AND CROP EVOLUTION				48	5			533	546		10.1023/A:1012233530814			Oct-01	2001	"Six species of the genus Prunus occur in Andalusia. Matters regarding their ecology, ethnobotanical aspects and conservation are discussed, as well as knowledge about the germplasm of those species with greater economic importance and their degree of conservation, namely: P. avium, P. mahaleb and P. insititia. Various conservation measures are proposed for wild germplasm and for the germplasm of local varieties: a) conservation efforts should target the best populations, except in the case of P. avium and P. insititia, where every individual should be addressed, including both wild and local cultivars; b) the Dehesa del Camarate (Sierra Nevada) is proposed as an area for in situ germplasm conservation; c) the awareness of the importance of Prunus germplasm should be increased among forest workers, environmental managers and the public; d) some silvicultural techniques are proposed, such as mixed Prunus patches, hedge treatment, Z-tree selection at the early stages and the protection of root suckers; e) improved, selected P. avium and P. mahaleb germplasm should be used at highly productive sites since these two species can be cultivated as high value timber trees; f) some Prunus species can also provide profitable NTFPs in the region. Details regarding different collection areas are covered. Finally, some topics are recommended for scientific research. Three tables and a distribution map of Prunus species in Andalusia are included."									4	0	0	4	0	4			0925-9864			WOS:000172403700012	
