Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Mendoza,Irene;Zamora,Regino;Castro,Jorge"	A seeding experiment for testing tree-community recruitment under variable environments: Implications for forest regeneration and conservation in Mediterranean habitats	Biological Conservation	Biol.Conserv.	2009	JUL	142	7	1491	1499	"Species coexistence;Summer drought;Differential recruitment;Successional habitats;Sierra Nevada (S Spain);Experimental field seeding;Global change;TAXUS-BACCATA L;SEEDLING ESTABLISHMENT;PINUS-SYLVESTRIS;NURSE PLANTS;ECOLOGICAL FILTER;SPECIES RICHNESS;FERN UNDERSTORY;GLACIAL REFUGIA;FACILITATION;CLIMATE;Biodiversity & Conservation;Environmental Sciences & Ecology ER"	As a result of historical and ecological factors, woody-plant communities are composed of species with different biogeographic origins that presumably diverge in their ability to recruit under variable environments. The aim of this study is to evaluate the conservation implications of the differences in recruitment of six tree species of different biogeographical origin coexisting in a Mediterranean mountain forest. Under field conditions, we experimentally sowed a total of 16,650 seeds belonging to two Mediterranean (Quercus ilex and Q. pyrenaica), two Sub-Mediterranean (Acer opalus subsp. granatense and Sorbus aria), and two boreo-alpine (Pinus sylvestris and Taxus baccata) species. We selected the three most common successional scenarios where seeds are dispersed (woodland, shrubland, and open areas), and half of the seeds were irrigated simulating a rainy summer in terms of Mediterranean ecosystems. Seedling survival was strongly affected by the type of habitat as well as irrigation. The recruitment of the six species was possible only in wooded areas under wet conditions (20-60%). In shrubland, only Mediterranean and Sub-Mediterranean species recruited in typical dry years (10-50%), but irrigation increased their survival (25-65%) and allowed P. sylvestris to recruit (32%). Open areas constituted the most adverse scenario for seedling recruitment, especially for non-watered seedlings (0% for boreo-alpine species, 1-24% for the rest). Overall, the benefit of a wet summer was more critical for the recruitment of boreo-alpine species (P. sylvestris and T. baccata) than for the rest, although a rainy summer is also necessary for the recruitment of A. granatense and S. aria in shrubland habitats. Our experimental results indicate that the maintenance of current species composition in Mediterranean mountain forests is critically dependent on the periodic, scattered occurrence of wet summers. From a conservational standpoint, the predictions of less rainy summers and greater aridity in the future imply a change in the relative abundance of species in the mature forest, with Mediterranean species becoming dominant and boreo-alpine species becoming even rarer and, consequently, a serious threat for the persistence of boreo-alpine species at their southern distribution limit. (C) 2009 Elsevier Ltd. All rights reserved.	PT: J	 		 	 	 	 				 	0006-3207	 	"[Mendoza, Irene; Zamora, Regino; Castro, Jorge] Univ Granada, Terr Ecol Res Grp, Dept Ecol, Fac Ciencias, E-18071 Granada, Spain.; Mendoza, I (reprint author), Univ Aleppo, Fac Agr, Dept Forestry & Ecol, Aleppo, Syria.; imendoza@ugr.es"	 	 	 	 	 	 	 	10.1016/j.biocon.2009.02.018	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Menendez,Rosa;Gonzalez-Megias,Adela;Jay-Robert,Pierre;Marquez-Ferrando,Rocio"	Climate change and elevational range shifts: evidence from dung beetles in two European mountain ranges	Global Ecology and Biogeography	Global Ecol.Biogeogr.	2014	JUN	23	6	646	657	"south-western Alps;range shifts;Climate change;Sierra Nevada;elevational gradients;dung beetles;SCARABAEOIDEA COL COMMUNITIES;SPECIES RICHNESS DISTRIBUTION;BAITED;PITFALL TRAPS;NATURAL REFORESTATION;BIOTIC INTERACTIONS;ALPINE PLANT;COLEOPTERA;HABITAT;SCARABAEINAE;DIVERSITY;Environmental Sciences & Ecology;Physical Geography ER"	Aim Mountain regions are particularly well-suited for investigating the impact of climate change on species ranges because they encompass both upper and lower limits of species distribution. Here, we investigate changes in the elevational distribution of dung beetle species (Coleoptera: Scarabaeoidea) in two separate mountain regions in Europe. Location South-western Alps (France) and Sierra Nevada (Spain). Methods We compared historical and current data on dung beetle distributions along elevation gradients for 30 species in the SW Alps and 19 species in the Sierra Nevada. We tested for significant changes between survey periods in three parameters: mean elevation and upper and lower range limits. Results We found up-slope range shifts for 63% and 90% of the species in the SW Alps and Sierra Nevada, respectively. Up-slope range shifts resulted mainly from expansion of upper range limits in the SW Alps and from changes of both range limits in the Sierra Nevada. The magnitudes of range shifts were consistent with the level of warming experienced in each region, but they also reflected the asymmetrical warming observed along the elevation gradients. Smaller changes were observed for species reaching their historical range limits at the higher elevations, associated with a non-significant increase in temperature between periods. Main conclusions The differences observed between regions are related to the geographical position of each mountain range, which determines the characteristics (including thermal tolerance) of the regional species pool, and the level of warming, which determines whether maximum thermal tolerance has been exceeded for the majority of species in the region. Our results highlight the importance of considering both the biogeography of the mountain and the species pool under study when assessing the sensitivity of species to future climate change in mountain regions.	PT: J	 		 	 	 	 				 	1466-822X	 	"[Menendez, Rosa] Univ Lancaster, Lancaster Environm Ctr, Lancaster LA1 4YQ, England. [Gonzalez-Megias, Adela] Univ Granada, Fac Ciencias, Dept Zool, E-18071 Granada, Spain. [Jay-Robert, Pierre] Univ Montpellier 3, Dept Dynam & Gouvernance Syst Ecol, CNRS, UMR 5175,CEFE, F-34199 Montpellier 5, France. [Marquez-Ferrando, Rocio] CSIC, Dept Wetland Ecol, Estn Biol Donana, Seville 41092, Spain.; Menendez, R (reprint author), Univ Lancaster, Lancaster Environm Ctr LEC 1, Lancaster LA1 4YQ, Lancs, England.; r.menendez@lancaster.ac.uk"	 	 	 	 	 	 	 	10.1111/geb.12142	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Metcalf,James R.;Fitzgerald,Paul G.;Baldwin,Suzanne L.;Munoz,Josep-Anton"	Thermochronology of a convergent orogen: Constraints on the timing of thrust faulting and subsequent exhumation of the Maladeta Pluton in the Central Pyrenean Axial Zone	Earth and Planetary Science Letters	Earth Planet.Sci.Lett.	2009	Oct-15	287	03-Apr	488	503	"Pyrenees;thermochronology;thrust faults;exhumation;multi-diffusion domain modeling;fission track;(U-Th)/He;TRACK ANNEALING KINETICS;FISSION-TRACK;K-FELDSPAR;SYSTEMATIC;ANALYSIS;TECTONIC EVOLUTION;(U-TH)/HE AGES;SIERRA-NEVADA;APATITE;DIFFUSION;TOPOGRAPHY;Geochemistry & Geophysics ER"	The Pyrenees Mountains of Spain and France are a collisional orogen cored by a south-vergent antiformal stack of Paleozoic basement thrust sheets (the Axial Zone). Thrusting accommodated shortening due to convergence between Iberia and Europe. Granitic plutons, intruded during the Hercynian orogeny, form an important component of the basement units. Thermochronology of granodioritic samples collected from a vertical [age-elevation] profile from the south-central Maladeta pluton provide new constraints on the timing of thrust faulting and rock exhumation of the Pyrenean orogen. The Maladeta massif lies within the Orri thrust sheet, presently occupying the immediate footwall of the Gavarnie thrust, a major Axial Zone Alpine-age thrust fault. New biotite and K-feldspar (40)Ar/(39)Ar and apatite (U-Th)/He (AHe) data combined with previous apatite fission track (AFT) thermochronology and structural studies of the Maladeta pluton constrain the thermal evolution of this massif. Biotite weighted mean plateau and K-feldspar maxi MUM (40)Ar/(39)Ar ages from the highest elevations of the Maladeta pluton (2850 m) are similar to 280 Ma, close to the age of intrusion, and are interpreted to date the timing of rapid cooling in the Hercynian. Subsequently the Maladeta Massif remained close to the surface as indicated by the presence of unconformable Triassic continental sediments. K-feldspar (40)Ar/(39)Ar multiple diffusion domain thermal models from two samples at lower elevations (1780 m and 1400 m) indicate heating initiated at similar to 65 Ma, reaching maximum temperatures of 270 to 280 degrees C. These data are interpreted to record thrust burial of the Maladeta pluton to depths of similar to 6-10 km in the footwall of the Gavarnie thrust. Burial and heating were followed by a period of relatively rapid cooling beginning at similar to 50 Ma, recorded in three K-feldspar thermal models from samples at different elevations (2850 m, 1780 m, and 1400 m). AFT thermal models, in conjunction with the AFT and apatite AHe age-elevation profile interpretation reveal a lower temperature portion of the thermal history. These data indicate the onset of rapid cooling that began at 30-35 Ma, slowed dramatically at 25-30 Ma. and continued at a reduced rate until similar to 15 Ma. Finally, AFT thermal models from the lowest elevation samples record rapid cooling in the Late Miocene-Pliocene, most likely due to re-excavation of the southern flank of the Pyrenean orogen, following burial by syn-tectonic conglomerates. The integrated thermochronologic data set from the age-elevation profile within the Maladeta pluton illustrates the potential for obtaining age constraints related to processes operating within the interior portions of convergent orogenic systems (e.g., the onset and/or duration of thrust fault activity) that are otherwise unobtainable. (C) 2009 Elsevier B.V. All rights reserved.	PT: J	 		 	 	 	 				 	0012-821X	 	"[Metcalf, James R.; Fitzgerald, Paul G.; Baldwin, Suzanne L.] Syracuse Univ, Dept Earth Sci, Syracuse, NY 13244 USA. [Munoz, Josep-Anton] Univ Barcelona, Geomodels Inst, Dept Geodinam & Geofis, E-08028 Barcelona, Spain.; Metcalf, JR (reprint author), Syracuse Univ, Dept Earth Sci, 204 Heroy Geol Lab, Syracuse, NY 13244 USA.; jrmetcal@syr.edu"	 	 	 	 	 	 	 	10.1016/j.epsl.2009.08.036	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Miguel Barea-Azcon,Jose;Benito,Blas M.;Olivares,Francisco J.;Ruiz,Helena;Martin,Javier;Garcia,Antonio L.;Lopez,Rogelio"	Distribution and conservation of the relict interaction between the butterfly Agriades zullichi and its larval foodplant (Androsace vitaliana nevadensis)	Biodiversity and Conservation	Biodivers.Conserv.	2014	APR	23	4	927	944	"A. zullichi;A. vitaliana subsp nevadensis;Biotic interaction;Mediterranean mountains;Species distribution models;Random Forest;CLIMATE-CHANGE;SPECIES-DISTRIBUTION;SIERRA-NEVADA;POSTGLACIAL;HISTORY;WEATHERING SEQUENCE;DISTRIBUTION MODELS;ALPINE VEGETATION;GENETIC-STRUCTURE;SOUTHERN SPAIN;ECOLOGY;Biodiversity & Conservation;Environmental Sciences & Ecology ER"	Although Mediterranean mountains are considered biodiversity hot-spots, the presence of relict biotic interactions as a testimony of a past colder climate is an aspect frequently missed. Herein we investigate the distribution and conservation problems of a relict interaction in the Sierra Nevada mountains (southern Europe) between the butterfly Agriades zullichi-a rare and threatened butterfly-and its larval foodplant Androsace vitaliana subsp. nevadensis. We designed an intensive field survey to obtain a comprehensive presence dataset. This was used to calibrate species distribution models with absences taken at local and regional extents, analyze the potential distribution, evaluate the influence of environmental factors in different geographical contexts, and evaluate conservation threats for both organisms. We found 39 presence localities inhabited by the larval foodplant and the butterfly comprising 60.93 ha, with 82 % of the area concentrated in ten larger localities. The local and regional distribution models explained 68.7 and 85.0 % deviance, indicating a suitable area of 1,884.8 and 9,621.22 ha respectively. Topography and soil properties were the most important variables in the local model and temperature in the regional model. We observed several threats such as restricted extent of occurrence, lack of larval foodplant regeneration, the negative effect of the ski resort and a potential high sensitivity to climate change. Finally, we recommend some management measures in order to improve the conservation of key populations of both species, reinforcing A. vitaliana nevadensis populations and researching the importance of phenology in the persistence of this interaction under climate change.	PT: J	 		 	 	 	 				 	0960-3115	 	"[Miguel Barea-Azcon, Jose; Ruiz, Helena; Martin, Javier; Garcia, Antonio L.; Lopez, Rogelio] Agencia Medio Ambiente & Agua, Consejeri Medio Ambiente & Ordenac Territorio, Junta Andalucia, Granada 18013, Spain. [Benito, Blas M.] Univ Granada, Dept Ecol, Granada 18006, Spain. [Olivares, Francisco J.] Inst Educac Secundaria Vega Atarfe, Dept Biol & Geol, Granada 1823, Spain.; Barea-Azcon, JM (reprint author), Agencia Medio Ambiente & Agua, Consejeri Medio Ambiente & Ordenac Territorio, Junta Andalucia, Calle Joaquina Eguaras 10, Granada 18013, Spain.; jbarea@agenciamedioambienteyagua.es"	 	 	 	 	 	 	 	10.1007/s10531-014-0643-4	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Miguel Medina-Cazorla,Jose;Gil de Carrasco,Carlos;Encarnacion Merlo,Maria;Martinez-Hernandez,Fabian;Antonio Garrido-Becerra,Juan;Salmeron,Esteban;Jesus Mendoza,Antonio;Javier Perez-Garcia,Francisco;Francisco Mota,Juan"	The dolomite shrublands of the Convolvuletalia boissieri order and their preservation by means of the Habitats Directive	Acta Botanica Gallica	Acta Bot.Gallica	2010	DEC	157	4	611	625	"gypsum;flora;vegetation;gypsophilous;dolomitophilous;serpentines;PLANT COMMUNITY PATTERNS;GYPSICOLOUS FLORA;GYPSUM OUTCROPS;SOUTH;SPAIN;NE SPAIN;QUARRIES;DESERT;AREA;Plant Sciences ER"	The shrublands of the Convolvuletalia boissieri order have been known since 1953, when Quezel published the first association in the dolomites of Sierra Nevada (south of Spain). Despite their enormous floristic and ecological originality, the Habitats Directive 92/43/EEC does not mention them as priority habitats. This omission is striking given the particular attention paid by this Directive to other habitats which, like this one, are associated with special substrates. The shrublands of the Gypsophiletalia order, i.e. habitat 1520 of the above mentioned Directive corresponding to gypsophilous vegetation, are a particular case in the Iberian Peninsula. The extensive study of both habitats and their flora over recent years has provided a magnificent opportunity for us to compare them, review their current state of preservation and demand that more serious attention be paid to dolomites.	PT: J	 		 	 	 	 				 	1253-8078	 	"[Miguel Medina-Cazorla, Jose; Encarnacion Merlo, Maria; Martinez-Hernandez, Fabian; Antonio Garrido-Becerra, Juan; Salmeron, Esteban; Jesus Mendoza, Antonio; Javier Perez-Garcia, Francisco; Francisco Mota, Juan] Univ Almeria, Dpto Biol Vegetal & Ecol, E-04120 Almeria, Spain. [Gil de Carrasco, Carlos] Univ Almeria, Dpto Edafol & Quim Agr, E-04120 Almeria, Spain.; Medina-Cazorla, JM (reprint author), Univ Almeria, Dpto Biol Vegetal & Ecol, E-04120 Almeria, Spain.; jmota@ual.es"	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Mira,Oscar;Martinez,Juan G.;Dawson,Deborah A.;Tinaut,Alberto;Sanchez-Prieto,Cristina"	"Twenty new microsatellite loci for population structure and parentage studies of Parnassius apollo nevadensis (Lepidoptera; Papilionidae)"	Journal of Insect Conservation	J.Insect Conserv.	2014	OCT	18	5	771	779	"Lepidoptera;Microsatellite markers;Parentage analysis;Parnassius apollo;Population structure;Polyandry;EUPHYDRYAS-AURINIA;GENETIC-STRUCTURE;COMPUTER-PROGRAM;MARKERS;DIFFERENTIATION;CONSERVATION;POLYMORPHISM;SMINTHEUS;LANDSCAPE;Biodiversity & Conservation;Entomology ER"	"We characterized 20 new microsatellite loci isolated from Parnassius apollo nevadensis. The 20 loci displayed 2-12 alleles and expected heterozygosities varied from 0.22 to 0.89; the markers were amplified in nine multiplex reactions. The combined non-exclusion probabilities of this set are 0.001084 and 0.000005 for the first and second parents, respectively. This set of markers will thus enable other studies on reproductive strategies and population genetics in this endangered and previously understudied species. We show, for the first time, evidence of multiple paternity and that females may successfully copulate with more than one male despite the presence of mating plugs. Future studies on this mating behavior and population genetics of the species using the 20 loci here presented will be very important to define its conservation status and management measures."	PT: J	 		 	 	 	 				 	1366-638X	 	"[Mira, Oscar; Martinez, Juan G.; Tinaut, Alberto; Sanchez-Prieto, Cristina] Univ Granada, Fac Ciencias, Dept Zool, E-18071 Granada, Spain. [Mira, Oscar; Dawson, Deborah A.] Univ Sheffield, Dept Anim & Plant Sci, Sheffield S10 2TN, S Yorkshire, England.; Mira, O (reprint author), Univ Granada, Fac Ciencias, Dept Zool, E-18071 Granada, Spain.; oskar_mira@ugr.es"	 	 	 	 	 	 	 	10.1007/s10841-014-9683-z	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Mladenov,N.;Alados-Arboledas,L.;Olmo,F. J.;Lyamani,H.;Delgado,A.;Molina,A.;Reche,I."	Applications of optical spectroscopy and stable isotope analyses to organic aerosol source discrimination in an urban area	Atmospheric Environment	Atmos.Environ.	2011	APR	45	11	1960	1969	"Fluorescence;Absorbance;PARAFAC;Diesel;Sun photometry;African dust;2003 HEAT-WAVE;FLUORESCENCE SPECTROSCOPY;ATMOSPHERIC AEROSOLS;CARBONACEOUS AEROSOLS;SOUTHEASTERN SPAIN;SAHARAN DUST;FINE AEROSOL;FRENCH ALPS;MATTER;PARTICLES;Environmental Sciences & Ecology;Meteorology & Atmospheric Sciences ER"	Understanding the chemical character of organic aerosols is extremely important for evaluating their role in climate forcing and human respiratory health. Aerosol columnar properties retrieved by sun photometry represent a large dataset of information about the physical and light absorbing and scattering properties of the total aerosol, but lack more detailed chemical information about the organic fraction of atmospheric particulate matter. To obtain additional information about relationships between organic aerosol sources and columnar properties, we simultaneously examined stable isotope properties of PM10 aerosols from urban (Granada, Spain) and remote (Sierra Nevada, Spain) sites and diesel exhaust, spectroscopic properties of water soluble organic carbon (WSOC) of PA(10) aerosols, and sun photometry measurements. We demonstrated that C and N stable isotopes and parameters from UV-vis and fluorescence spectroscopy are able to discriminate between aerosols receiving substantial fossil fuel pollution and those influenced by Saharan dust in an urban area. More depleted delta C-13 was associated with low asymmetry parameter, g(lambda), and high values of the spectral slope ratio, S-R, were associated with high effective radius, typical of pollution situations. The humification index (HIX), used predominantly to evaluate the degree of organic matter humification, was significantly related to g(lambda), and the radius of fine mode particles, r(f) and may reflect aging of the Saharan dust-influenced aerosols. Parallel factor analysis (PARAFAC) modeling identified a fluorescent component (C3) with a spectrum similar to that of naphthalene, which was significantly related to g(lambda), and rf. The diesel exhaust sample represented a pollution end-member, with the lightest delta C-13 value (-26.4 parts per thousand,), lowest S-R (0.95), lowest HIX (2.77) and highest %C3 (20%) of all samples. (C) 2011 Elsevier Ltd. All rights reserved.	PT: J	 		 	 	 	 				 	1352-2310	 	"[Mladenov, N.; Reche, I.] Univ Granada, Dept Ecol, E-18071 Granada, Spain. [Alados-Arboledas, L.; Olmo, F. J.; Lyamani, H.] Ctr Andaluz Medio Ambiente CEAMA, Granada 18006, Spain. [Alados-Arboledas, L.; Olmo, F. J.; Molina, A.] Univ Granada, Dept Fis Aplicada, E-18071 Granada, Spain. [Delgado, A.] Inst Andaluz Ciencias Tierra CSIC, Granada 18100, Spain.; Mladenov, N (reprint author), Univ Colorado, INSTAAR, 450 UCB, Boulder, CO 80309 USA.; mladenov@colorado.edu"	 	 	 	 	 	 	 	10.1016/j.atmosenv.2011.01.029	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Mladenov,N.;Lopez-Ramos,J.;McKnight,D. M.;Reche,I."	Alpine lake optical properties as sentinels of dust deposition and global change	Limnology and Oceanography	Limnol.Oceanogr.	2009	NOV	54	6	2386	2400	"DISSOLVED ORGANIC-MATTER;COLORADO FRONT RANGE;HIGH-MOUNTAIN LAKES;SOLAR UV-RADIATION;FLUORESCENCE SPECTROSCOPY;ATMOSPHERIC AEROSOLS;BACTERIAL-ACTIVITY;UNITED-STATES;WATER;CARBON;Marine & Freshwater Biology;Oceanography ER"	We characterized dissolved organic matter in La Caldera, an alpine lake in Sierra Nevada (Spain), and water-soluble organic compounds (WSOC) in dry and wet deposition originating from Saharan and marine air masses using ultraviolet-visible absorbance and three-dimensional fluorescence spectroscopy. Molar absorption coefficients at 250 and 280 nm in the lake were highly correlated with those in organic aerosol deposition, originating mainly from Saharan dust, and suggest that absorption in clear alpine lakes in unvegetated catchments may represent a unique sentinel of desertification and global change. Using parallel factor analysis modeling to resolve dominant fluorescent components, we identified a semiquinone-like fluorophore (C9) in the WSOC of deposition that was traced into the lake. At least three fluorescent components, including C9, contributed significantly to absorption of WSOC from atmospheric deposition. Saharan dust supplied chromophoric, aromatic, and fluorescent organic matter to this alpine lake. In contrast, marine organic aerosols had lower absorption coefficients, lower fluorescence intensity, and more microbial fluorescence properties.	PT: J	 		 	 	 	 				 	0024-3590	 	"[Mladenov, N.; Lopez-Ramos, J.; Reche, I.] Univ Granada, Dept Ecol, Granada, Spain. [Mladenov, N.; McKnight, D. M.] Univ Colorado, Inst Arctic & Alpine Res, Boulder, CO 80309 USA. [Reche, I.] Univ Granada, Inst Agua, Granada, Spain.; Mladenov, N (reprint author), Univ Granada, Dept Ecol, Granada, Spain.; mladenov@colorado.edu"	 	 	 	 	 	 	 	10.4319/lo.2009.54.6_part_2.2386	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Mladenov,Natalie;Pulido-Villena,Elvira;Morales-Baquero,Rafael;Ortega-Retuerta,Eva;Sommaruga,Ruben;Reche,Isabel"	Spatiotemporal drivers of dissolved organic matter in high alpine lakes: Role of Saharan dust inputs and bacterial activity	Journal of Geophysical Research-Biogeosciences	 	2008	Dec-23	113	 	G00D01	G00D01	"HIGH-MOUNTAIN LAKES;CATCHMENT CHARACTERISTICS;ULTRAVIOLET-RADIATION;PHYTOPLANKTON BIOMASS;AUSTRIAN ALPS;NATIONAL-PARK;CARBON;AEROSOLS;REGION;FLUORESCENCE;Environmental Sciences & Ecology;Geology ER"	"The effects of many environmental stressors such as UV radiation are mediated by dissolved organic matter (DOM) properties. Therefore, determining the factors shaping spatial and temporal patterns is particularly essential in the most susceptible, low dissolved organic carbon (DOC) lakes. We analyzed spatiotemporal variations in dissolved organic carbon concentration and dissolved organic matter optical properties (absorption and fluorescence) in 11 transparent lakes located above tree line in the Sierra Nevada Mountains (Spain), and we assessed potential external (evaporation and atmospheric deposition) and internal (bacterial abundance, bacterial production, chlorophyll a, and catchment vegetation) drivers of DOM patterns. At spatial and temporal scales, bacteria were related to chromophoric DOM (CDOM). At the temporal scale, water soluble organic carbon (WSOC) in dust deposition and evaporation were found to have a significant influence on DOC and CDOM in two Sierra Nevada lakes studied during the ice-free periods of 2000-2002. DOC concentrations and absorption coefficients at 320 nm were strongly correlated over the spatial scale (n = 11, R(2) = 0.86; p < 0.01), but inconsistently correlated over time, indicating seasonal and interannual variability in external factors and a differential response of DOC concentration and CDOM to these factors. At the continental scale, higher mean DOC concentrations and more CDOM in lakes of the Sierra Nevada than in lakes of the Pyrenees and Alps may be due to a combination of more extreme evaporation, and greater atmospheric dust deposition."	PT: J	 		 	 	 	 				 	0148-0227	 	"[Mladenov, Natalie; Morales-Baquero, Rafael; Ortega-Retuerta, Eva; Reche, Isabel] Univ Granada, Fac Ciencias, Dept Ecol, E-18071 Granada, Spain. [Pulido-Villena, Elvira] CNRS, UMR7093, Lab Oceanog Villefranche, F-06238 Villefranche Sur Mer, France. [Sommaruga, Ruben] Univ Innsbruck, Inst Ecol, Lab Aquat Photobiol & Plankton Ecol, A-6020 Innsbruck, Austria.; Mladenov, N (reprint author), Univ Granada, Fac Ciencias, Dept Ecol, Campus Fuentenueva S-N, E-18071 Granada, Spain.; ireche@ugr.es"	 	 	 	 	 	 	 	10.1029/2008JG000699	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Molero Mesa,Joaquin;Fernandez Calzado,Ma Rosa"	Evolution of the high mountain flora of Sierra Nevada (1837-2009)	Acta Botanica Gallica	Acta Bot.Gallica	2010	DEC	157	4	659	667	"flora;Boissier;biodiversity;conservation;climatic change;Plant Sciences ER"	Sierra Nevada is well known for its biodiversed flora which contains an enormous richness of species and is highly original, 2100 taxa. The cryoromediterranean belt is situated on the highest part of this range and presents 185 taxa despite its small territory. This zone is mentioned as very vulnerable in the last report on the effects of climate change in Spain. In this framework, it seems of special interest to compare our results with the existing information about the same territory which had been gathered by Boissier (172 years ago). It became apparent that the number has increased by 65 taxa, thus giving importance to the increased number of therophytes. Also, diverse taxa mentioned by Boissier as rare or scanty in lower altitude, are nowadays frequent in the highest part of Sierra Nevada.	PT: J	 		 	 	 	 				 	1253-8078	 	"[Molero Mesa, Joaquin; Fernandez Calzado, Ma Rosa] Fac Farm, Dpto Bot, E-18071 Granada, Spain.; Mesa, JM (reprint author), Fac Farm, Dpto Bot, Campus Cartuja, E-18071 Granada, Spain."	 	 	 	 	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Monforte,Laura;Nunez-Olivera,Encarnacion;Martinez-Abaigar,Javier"	UV radiation biomonitoring using cell compartmentation of UV-absorbing compounds in herbarium samples of a liverwort	Ecological Indicators	Ecol.Ind.	2015	MAY	52	 	48	56	"Biological proxies;Biomonitoring;Bryophytes;Liverworts;UV-absorbing compounds;UV radiation;HYDROXYCINNAMIC ACID-DERIVATIVES;STRATOSPHERIC OZONE DEPLETION;ULTRAVIOLET-B RADIATION;MOSS BRYUM-ARGENTEUM;AQUATIC LIVERWORT;ANTARCTIC MOSS;SCREENING COMPOUNDS;SEASONAL-VARIATIONS;PHENOLIC-COMPOUNDS;QUANTUM YIELD;Biodiversity & Conservation;Environmental Sciences & Ecology ER"	Ultraviolet-absorbing compounds (UVACs) were analyzed in 90 herbarium samples of the liverwort Jungermannia exsertifolia subsp. cordifolia collected throughout Spain in the period 1913-2006, in order to evaluate their usefulness in UV radiation biomonitoring. This was assessed, for the first time in bryophytes, differentiating the soluble (mainly vacuolar) and insoluble (cell wall-bound) UVACs (respectively, SUVACs and IUVACs), which may represent different mechanisms to cope with UV radiation. The bulk levels of SUVACs and IUVACs, and the concentrations of seven individual compounds (five SUVACs and two IUVACs) were analyzed, and several environmental variables of the sampling points were obtained: longitude, latitude, altitude, ozone column, and modelled UV levels. Diverse positive relationships of UVAC variables with UV radiation levels were identified in both the temporal and spatial scales. The soluble compound p-coumaroylmalic acid showed significantly higher concentrations in the years after the onset of stratospheric ozone degradation (around 1975) with respect to the previous years. The bulk level and the concentrations of three individual SUVACs were higher in the Spanish samples analyzed in the present study than in the northern European samples analyzed in a previous study in which IUVACs were not considered. The bulk level of IUVACs was the biological variable best spatially correlated with the UV exposure of the samples and with important factors determining it, such as altitude and latitude. Furthermore, the bulk level of IUVACs was the biological variable selected by a stepwise multiple linear regression analysis to reconstruct the past levels of UV-B radiation. The reconstructed UV-B did not show a clear trend in the period 1913-2006, which was coincident with other climatic and biological UV reconstructions. Both SUVACs and IUVACs were significant loading factors differentiating summer and autumn samples in the Principal Components Analysis conducted using both UVACs and the environmental variables, but again the bulk level of IUVACs was the main loading factor differentiating the samples collected from the highest and most UV-exposed localities (Sierra Nevada). In general, these findings suggest that UVACs were stimulated by increased UV levels in time or space, and that IUVACs would be better UV protectants than SUVACs, probably due to their more efficient screening capacity. Overall, UVACs of J. exsertifolia subsp. cordifolia were good UV biomarkers, and their location in the soluble or cell wall-bound fractions determined their usefulness in the different aspects of UV biomonitoring, including the assessment of the UV-B increase associated to anthropogenic ozone degradation. 2014 Elsevier Ltd. All rights reserved.	PT: J	 		 	 	 	 				 	1470-160X	 	"[Monforte, Laura; Nunez-Olivera, Encarnacion; Martinez-Abaigar, Javier] Univ La Rioja, E-26006 Logrono, Spain.; Martinez-Abaigar, J (reprint author), Univ La Rioja, Edificio Cient Tecn,Avda Madre Dios 51, E-26006 Logrono, Spain.; javier.martinez@unirioja.es"	 	 	 	 	 	 	 	10.1016/j.ecolind.2014.11.027	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
