"Reference.Type"	"Authors..Primary"	"Title.Primary"	"Periodical.Full"	"Periodical.Abbrev"	"Pub.Year"	"Pub.Date.Free.From"	"Volume"	"Issue"	"Start.Page"	"Other.Pages"	"Keywords"	"Abstract"	"Notes"	"Personal.Notes"	"Authors..Secondary"	"Title.Secondary"	"Edition"	"Publisher"	"Place.Of.Publication"	"Authors..Tertiary"	"Authors..Quaternary"	"Authors..Quinary"	"Title..Tertiary"	"ISSN.ISBN"	"Availability"	"Author.Address"	"Accession.Number"	"Language"	"Classification"	"Sub.file.Database"	"Original.Foreign.Title"	"Links"	"URL"	"DOI"	"PMID"	"PMCID"	"Call.Number"	"Database"	"Data.Source"	"Identifying.Phrase"	"Retrieved.Date"	"Shortened.Title"	"User.1"	"User.2"	"User.3"	"User.4"	"User.5"	"User.6"	"User.7"	"User.8"	"User.9"	"User.10"	"User.11"	"User.12"	"User.13"	"User.14"	"User.15"	"aut"	"key"
"Journal Article"	"Jimenez Guirado,D."	"Soil Nematodes in the Sierra-Nevada of Granada Spain and Adjacent Valleys 1. Antecedents and Catalog of Genera and Species Previously Cited"	"Cuadernos de Ciencias Biologicas Universidad de Granada"	" "	1976	" "	"5"	" "	"35"	"46"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Physiology ER"	" "	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	" "	NA	"JIMENEZ GUIRADO D; DEP ZOOL, FAC CIENC, UNIV GRANADA, GRANADA, SPAIN"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Jimenez Guirado,D."	35
"Journal Article"	"Jimenez Guirado,D."	"Soil Nematodes in the Sierra-Nevada of Granada Spain and Adjacent Valleys 2. Results of a Preliminary Sampling"	"Cuadernos de Ciencias Biologicas Universidad de Granada"	" "	1976	" "	"5"	" "	"47"	"52"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology ER"	" "	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	" "	NA	"JIMENEZ GUIRADO D; DEP ZOOL, FAC CIENC, UNIV GRANADA, GRANADA, SPAIN"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Jimenez Guirado,D."	36
"Journal Article"	"Pascual,F."	"Ctenodecticus-Major New-Species from Sierra-Nevada Spain Orthoptera Tettigoniidae"	"Cuadernos de Ciencias Biologicas Universidad de Granada"	" "	1976	" "	"5"	" "	"83"	"86"	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology ER"	"C. major sp. nov. from Sierra Nevada, Spain is described. Distinctive features are the slightly greater body size and the female subgenital plate with a posterior edge more or less straight and longer than the fore edge."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	" "	NA	"PASCUAL F; DEP ZOOL, FAC CIENC, UNIV GRANADA, GRANADA, SPAIN"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	37
"Journal Article"	"Vaillant,F."	"Psychodidae - Psychodinae [continuing]."	"Fliegen palaearkt Reg (D)"	" "	1976	"1976"	"9"	"313"	"183"	"206"	"Zoology;Berdeniella [Europe / / New taxa] [ / / Systematic accounts of species;Continuation]."	" "	"PT: J BD: Systematics; Nomenclature; New taxa; Type species; Combination;    Taxonomy; Taxonomic position; Key; Land zones; Palaearctic region;    Eurasia; UT: ZOOREC:ZOOR11300020824"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Vaillant,F."	38
"Journal Article"	"Gervais,C."	"Hybridization Tests in Perennial Spanish Oats Genus Helictotrichon from the Helictotrichon-Filifolium Helictotrichon-Sarracenorum Complex"	"Bulletin de la Societe Neuchateloise des Sciences Naturelles"	"Bull.Soc.Neuchatel.Sci.Nat."	1977	" "	"100"	" "	"137"	"142"	"Agriculture;Cell Biology;Genetics & Heredity"	"The hybridization of 2 spp. of Helictotrichon from southeast Spain, belonging to the H. sarracenorum-H. filifolium complex is reported. These species are a diploid H. sarracenorum (Gdgr) Holub from Sierra Nevada and an aneuploid H. filifolium (Lag.) Henr. (2n = 97) from Sierra del Pozo; the resulting hybrid possesses 2n = 55 + 4B chromosomes. This hybrid, which links the ends of a chain of polyploids (2n = 14, 28, 70, 84, 98), is an indication of close relationships among all these taxa."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0366-3469 ER"	NA	"GERVAIS C; COMPLEXE SCI D-1-76, QUEBEC, QUE G1P 3W8, CAN"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gervais,C."	39
"Journal Article"	"Martinez,R."	"Phyto Plankton Species Biomass and Diversity in Lake La-Caldera Sierra-Nevada Granada Spain"	"Acta Hydrobiologica"	" "	1977	" "	"19"	"2"	"95"	"108"	"Environmental Sciences & Ecology;Marine & Freshwater Biology"	"The phytoplankton of the high mountain lake La Caldera (3050 m above sea level) in the Sierra Nevada (Penibetic Mountains, South Spain) was examined for the 1st time. The study was carried out during the ice-free period, June-Sept., 1973. The dominant algal class was the Chrysophyta, mainly chrysomonads of the genus Chromulina. Diatoms were poorly represented; most of them came from the bottom or littoral communities. An uncommon phenomenon was the quantitatively important presence of the blue-green alga Cyanarcus hamiformis. Cell number, biomass and Shannon's diversity index were calculated. The indices are in accordance with those in other alpine ecosystems."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0065-132X ER"	NA	"MARTINEZ R; DEP ECOL, FAC SCI, UNIV GRANADA, GRANADA, SPAIN"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Martinez,R."	40
"Journal Article"	"PUGA,E."	"Existence of Eclogites in Sierra-Nevada Complex (Betic Cordilleras, South of Spain) and their Probable Origin in Mesozoic-Oceanic Crust"	"Comptes Rendus Hebdomadaires Des Seances De L Academie Des Sciences Serie D"	" "	1977	" "	"285"	"16"	"1379"	"1382"	"Science & Technology - Other Topics ER"	" "	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	" "	NA	"CSIC,DEPT INVEST GEOL,GRANADA,SPAIN.; PUGA, E (reprint author), UNIV GRANADA,FAC SCI,DEPT GEOTECTONICA,GRANADA,SPAIN."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PUGA,E."	41
"Journal Article"	"Saint Girons,H."	"The Systematics of Vipera-Latastei-Latastei and a Description of Vipera-Latastei-Gaditana New-Subspecies Reptilia Viperidae"	"Revue Suisse de Zoologie"	" "	1977	" "	"84"	"3"	"599"	"608"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Dermatology;Anatomy & Morphology"	"A morphological study of the populations assigned to V. l. latastei revealed the existence of 2 distinct subspecies. The 1st, corresponding to the nominate subspecies, occupies the north, the center and the east of the Iberian Peninsula [Spain, Portugal], and extends southwards as far as the Sierra Nevada [Spain]. The 2nd subspecies V. l. gaditana is characterized by a smaller number of ventral scales (130.88 .+-. 4.41 instead of 141.31 .+-. 3.46) and is widely distributed in the southwest of the Iberian Peninsula, the Rif, the Middle Atlas [northern Africa] and the Algerian Tell. Although individuals from the Algerian Tell belong to the southern group, the intrapopulation variability of the samples from Alger and Annaba (Bone) is greater than that between samples from either Morocco or the southwest Iberian Peninsula, posing a taxonomic problem which cannot be resolved here due to the smallness of the sample size."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0035-418X ER"	NA	"SAINT GIRONS H; LAB EVOL ETRES ORG, UNIV PIERRE ET MARIE CURIE, 105 BLVD RASPAIL, 75006 PARIS, FR, FRANCE"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Saint Girons,H."	42
"Book, Whole"	"Selga,D.;Simon,J. C.;Acon,M."	"Variations and Characteristics of the Terrestrial Micro Arthropod Fauna in Sierra-Nevada Spain"	" "	" "	1977	" "	" "	" "	"121"	NA	"Environmental Sciences & Ecology;Physiology;Agriculture ER"	" "	"PT: B"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	" "	NA	" "	NA	NA	NA	"DT: Book"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Selga,D.;Simon,J. C.;Acon,M."	43
"Journal Article"	"Steinmann,H."	"A Revision of the Genus Aborolabis Dermaptera Carcinophoridae"	"EOS-Revista Espanola de Entomologia"	" "	1977	" "	"53"	"01-Apr"	"213"	"222"	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	"A key for identification of A. nepalensis comb. nov. (Anisolabis nepalensis Brindle 1974), A. percivina, A. kalaktangenis, A. angulifera, A. cerrobarjai sp. nov., A. mordex and A. mauritanica, and descriptions of these species are presented. The zoogeographic significance of the triangular process on the inner margin of the external parameres is discussed."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0013-9440 ER"	NA	"STEINMANN H; BUDAPEST, HUNG"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Steinmann,H."	44
"Journal Article"	"SURINACH,E.;UDIAS,A."	"Determination of Root Under Sierra-Nevada (Spain) by Numerical Inversion of Seismic Data"	"Transactions-American Geophysical Union"	" "	1977	" "	"58"	"9"	"911"	"911"	"Geochemistry & Geophysics ER"	" "	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"Feb-06"	NA	"UNIV COMPLUTENSE MADRID,CATEDRA GEOFIS,MADRID,SPAIN."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SURINACH,E.;UDIAS,A."	45
"Journal Article"	"TORRESROLDAN,RL"	"Presence of Calcium Silicates and Seapolite Banded Rocks in Alpujarrid Formations in Sw of Sierra-Nevada (S of Spain) - Geological Significance"	"Comptes Rendus Hebdomadaires Des Seances De L Academie Des Sciences Serie D"	" "	1977	" "	"284"	"17"	"1643"	"1645"	"Science & Technology - Other Topics ER"	" "	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	" "	NA	"UNIV GRANADA,FAC CIENCIAS,DEPT GEOTECTONICA,GRANADA,SPAIN. CSIC,DEPT INVEST GEOL,GRANADA,SPAIN."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TORRESROLDAN,RL"	46
"Journal Article"	"VAILLANT,F."	"Thaumaleidae from Europe [Diptera]"	"Annales de la Societe Entomologique de France"	"Ann.Soc.Entomol.Fr."	1977	" "	"13"	"4"	"695"	"710"	"Entomology ER"	" "	"PT: J"	NA	""	" "	NA	NA	NA	NA	NA	NA	NA	"0037-9271"	NA	"VAILLANT, F (reprint author), UNIV SCI & MED GRENOBLE,ZOOL LAB,F-38041 GRENOBLE,FRANCE."	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"VAILLANT,F."	47
"Journal Article"	"Alba Tercedor,J.;Jimenez Millan,F."	"Larvas de efemeropteros de las estribaciones de Sierra Nevada. Factores que intervienen en su distribucion."	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	1978	"1978"	"2"	" "	"91"	"103"	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Ephemeroptera [Distribution within habitat / / environmental factors & habitat substrate effects;larva] [River / / Distribution] [Habitat substrate / / Distribution within river habitat effects] [Chemical factors / / ] [External pH / / ] [Light / / ] [Water / / Current] [Spain / / Sierra Nevada;Distribution within river habitat;influencing factors]."	"The distribution of Ephemeroptera larvae in uncontaminated river waters, based upon current speed, type of bed, vegetation, pH, O2 concentration, nitrates and light, was studied. [Species discussed include Baetis cf. bioculatus, B. pavidus, B. cf. muticus, Centroptilum luteolum, Ecdyonurus helveticus, Rhithrogena semicolorata, Eperous torrentium, Caenis rivulorum, Ephemera vulgata, E. danica, E. lineata, E. ignita, Chitonophora sp., Habrophlebia fusca and Paraleptophlebia submarginata."	"PT: J BD: Ecology; Habitat; Freshwater habitat; Lotic water; Abiotic factors;    Chemical factors; Physical factors; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR11500017941"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"0210-8984"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Alba Tercedor,J.;Jimenez Millan,F."	48
"Journal Article"	"Pascual,F."	"Preliminary Study of Orthoptera of the Sierra-Nevada Spain 4. Altitude Distribution"	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	1978	" "	"2"	" "	"49"	"64"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	"The altitudinal distribution of Orthoptera from Sierra Nevada (Spain) was studied. The composition of this fauna, characteristics of the distribution and their relationships with the distribution of the vegetation are discussed. There is a great Mediterranean influence. The altitude influences the species number, composition and replacement. The true high altitude fauna occurs at > 2000 m. The altitudinal distribution of Orthoptera from Sierra Nevada is closely related with the distribution of the vegetation."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0210-8984 ER"	NA	"PASCUAL F; CATEDRA DE ZOOL, FACULTAD DE CIENCIAS, UNIV DE GRANADA, SPAIN"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	49
"Journal Article"	"Pascual,F."	"Description of a New Species Ctenodecticus-Granatensis New-Species from the Sierra-Nevada Spain Orthoptera Tettigoniidae Decticinae"	"Bulletin Zoologisch Museum Universiteit van Amsterdam"	" "	1978	" "	"6"	"14"	"105"	"108"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	"A new species, C. granatensis, from the Sierra Nevada, Spain, is described. It is compared with C. masferreri Bolivar, and a key to the Iberian species of the genus is given."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0165-9464 ER"	NA	"PASCUAL F; DEP ZOOL, FAC CIENC, GRANADA, SPAIN"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	50
"Journal Article"	"Pascual,F."	"Description of a New Species Omocestus-Ilorenteae New-Species from the Sierra-Nevada Spain Orthoptera Acrididae Gomphocerinae"	"EOS-Revista Espanola de Entomologia"	" "	1978	" "	"52"	"01-Apr"	"159"	"166"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	"A new species O. llorenteae from Sierra Nevada, Spain, is described. Features include: small size; lateral carinae of pronotum strongly incurvated in the middle of prozona; typical sulcus; elytra extending to the 9th tergum in the .male. and the 6th in the .female., lengthened, with the apex rounded; 3rd radial vein, in the .female., confounded with the 2nd and alae as long as the elytra."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0013-9440 ER"	NA	" "	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	51
"Journal Article"	"Pascual,F."	"Chorthippus-Nevadensis New-Species from the Sierra-Nevada Spain Orthoptera Acrididae"	"EOS-Revista Espanola de Entomologia"	" "	1978	" "	"52"	"01-Apr"	"167"	"174"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	"A new species C. nevadensis from Spain (Granada, Sierra Nevada) is described. Its distinctive features are small size, reduced wings, lateral carinae of pronotum slightly incurved in the middle of prozona and crossed by 2 small sulci; elytra with its apex rounded and hind margin curved; mediastinae area broad; discoidal area larger than scapular area and the tympanal apertures are open and oval."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0013-9440 ER"	NA	" "	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	52
"Journal Article"	"Pascual,F."	"Estudio preliminar de los ortopteros de Sierra Nevada. 1. Introduccion general e inventario de especies."	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	1978	"1977[1978]"	"1"	" "	"163"	"175"	"Zoology;Orthoptera [Spain / / Sierra Nevada;Faunal lists]."	" "	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR11500015289"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"0210-8984"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	53
"Journal Article"	"Pascual,F."	"Descripcion de una neuva especie de Omocestus Bolivar, 1878, de Sierra Nevada, Espana (Orth., Acrididae, Gomphocerinae)."	"Eos-Revista Espanola de Entomologia"	" "	1978	"1976[1978]"	"52"	" "	"159"	"165"	"Zoology;Omocestus llorenteae [Spain / / Sierra Nevada;New species]."	"A new species O. llorenteae from Sierra Nevada, Spain, is described. Features include: small size; lateral carinae of pronotum strongly incurvated in the middle of prozona; typical sulcus; elytra extending to the 9th tergum in the .male. and the 6th in the .female., lengthened, with the apex rounded; 3rd radial vein, in the .female., confounded with the 2nd and alae as long as the elytra."	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR11500022063"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"0013-9440"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	54
"Journal Article"	"Pascual,F."	"Descripcion de una nueva especie de Chorthippus Fieber, 1852, de Sierra Nevada, Espana (Orth., Acrididae)."	"Eos-Revista Espanola de Entomologia"	" "	1978	"1976[1978]"	"52"	" "	"167"	"173"	"Zoology;Chorthippus nevadensis [Spain / / Sierra Nevada;New species]."	"A new species C. nevadensis from Spain (Granada, Sierra Nevada) is described. Its distinctive features are small size, reduced wings, lateral carinae of pronotum slightly incurved in the middle of prozona and crossed by 2 small sulci; elytra with its apex rounded and hind margin curved; mediastinae area broad; discoidal area larger than scapular area and the tympanal apertures are open and oval."	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR11500022064"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"0013-9440"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	55
"Journal Article"	"Pascual,F."	"Estudio preliminar de los ortopteros de Sierra Nevada. 2: Claves para la determinacion de especies."	"Trabajos y Monografias del Departamento de Zoologia Universidad Granada Nueva Serie"	" "	1978	"1978"	"1"	"1"	"1"	"63"	"Zoology;Orthoptera [Spain / / Sierra Nevada;Keys to species & higher taxa]."	" "	"PT: J BD: Systematics; Taxonomy; Key; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR11500028948"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"0210-6469"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	56
"Journal Article"	"Pascual,F."	"Estudio preliminar de los ortopteros de Sierra Nevada, 3: Distribucion ecologica."	"Trabajos y Monografias del Departamento de Zoologia Universidad Granada Nueva Serie"	" "	1978	"1978"	"1"	"2"	"65"	"121"	"Environmental Sciences & Ecology;Zoology;Orthoptera [Community structure / / Mountain vegetation relationships] [Distribution within habitat / / Mountain vegetation] [Mountain habitat / / Vegetation type & distribution;relationships] [Spain / / Sierra Nevada;Distribution]."	" "	"PT: J BD: Ecology; Habitat; Terrestrial habitat; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR11500029014"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"0210-6469"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pascual,F."	57
"Journal Article"	"Schmidt-Koehl W"	"Butterfly Observations in Morocco Middle Atlas and in Southern Spain Sierra-Nevada in July August 1977 Insecta Lepidoptera"	"Mitteilungen der Entomologischen Gesellschaft Basel"	" "	1978	" "	"28"	"2"	"25"	"50"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	" "	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"1421-3397 ER"	NA	" "	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Schmidt-Koehl W"	58
"Journal Article"	"Schmidt-Koehl,W."	"Tagfalterbeobachtungen in Marokko (Mittlererer Atlas, Hoher Atlas) und in Suedspanien (Sierra Nevada) im Juli und August 1977 (Insecta, Lepidoptera)."	"Mitteilungen der Entomologischen Gesellschaft Basel"	" "	1978	"1978"	"28"	"2"	"24"	"50"	"Zoology;Lepidoptera [Morocco / / Atlas Mountains;Distribution] [Spain / / Sierra Nevada]."	" "	"PT: J BD: Systematics; Taxonomy; Land zones; Palaearctic region; Africa; Eurasia;    Europe; UT: ZOOREC:ZOOR11500024181"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"1421-3397"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Schmidt-Koehl,W."	59
"Journal Article"	"Alba Tercedor,J."	"Larvas de plecopteros de las estribaciones de Sierra Nevada (Granada). Factores que intervienen en su distribucion."	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	1979	"1979"	"3"	" "	"193"	"198"	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Plecoptera [Community structure / / Larval distribution;altitude & river characteristic relationships] [Distribution in relation to physical environment / / Larval community structure] [River / / Physical characteristics;altitude & larval community structure] [Altitude / / River physical characteristics;larval community structure relations] [Spain / / Sierra Nevada;River physical characteristics & altitude relations]."	" "	"PT: J BD: Ecology; Palaeoecology; Habitat; Freshwater habitat; Lotic water;    Abiotic factors; Physical factors; Land zones; Palaearctic region;    Eurasia; Europe; Geological time periods; UT: ZOOREC:ZOOR11700021694"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"0210-8984"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Alba Tercedor,J."	60
"Journal Article"	"Barahona Fernandez,E.;Linares,J."	"The Soils of the Barranco-Hondo Sierra-Nevada Spain 1. Typology and Soil Forming Factors"	"Anales de Edafologia y Agrobiologia"	" "	1979	" "	"38"	"09-Oct"	"1543"	"1554"	"Agriculture"	"The studied area is located within the Dilar river basin at elevations between 2000-2500 m. Quartzites and micaschists are the most widespread rocks. The oldest geomorphic surfaces (slopes < 20.degree.) are occupied by Entic Cryumbrepts, while in the younger ones (slopes over 20.degree.) Lithic Cryorthents are the dominant soils. Differences in profile development for the Cryumbrepts depend mainly on slight differences in relief."	"PT: J"	NA	""	" "	" "	" "	" "	NA	NA	NA	NA	"0365-1797 ER"	NA	"DELGADO CALVO-FLORES R; ESTACION EXP ZAIDIN, CSIC, GRANADA, GRENADA"	NA	NA	NA	"DT: Article"	" "	NA	NA	" "	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Barahona Fernandez,E.;Linares,J."	61
"Journal Article"	"Ebmer,A. W."	"Erganzungen zur Bienenfauna Iberiens. Die Gattungen Halictus, Lasioglossum und Dufourea (Apoidea, Hymenoptera)."	"Linzer Biologische Beitraege"	" "	1979	"1979"	"11"	"1"	"117"	"146"	"Zoology;Dufourea;Halictus;Lasioglossum [Europe / / Iberian Peninsula;Systematic accounts;first records]. Dufourea (Halictoides) paradoxa mesembria [Spain / / Pont de la Bonaigua;New subspecies]. Halictus (Seladonia) confusus glacialis [Spain / / Sierra de Guadarrama;New subspecies]. Lasioglossum (Lasioglossum) zonulum elysium [Spain / / Sierra Nevada;New subspecies]."	" "	"PT: J BD: Systematics; Nomenclature; New taxa; Diagnosis; Combination; Synonymy;    Taxonomy; Taxonomic position; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR11700021640"	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	"0253-116X"	NA	" "	NA	NA	NA	"DT: Article"	" "	" "	NA	NA	NA	NA	NA	NA	"Web Of Knowledge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Ebmer,A. W."	62
