PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Rams, Susana; Werner, Olaf; Ros, Rosa M.				ROS, ROSA /J-9780-2014; WERNER, OLAF/K-2374-2014; Rams Sanchez, Susana/K-2424-2014	ROS, ROSA /0000-0003-2115-2911; WERNER, OLAF/0000-0003-0601-3964; Rams Sanchez, Susana/0000-0002-6508-0860			Updated checklist of the Bryophytes from the Sierra Nevada Mountains (S of Spain)								CRYPTOGAMIE BRYOLOGIE				35	3			261	311		10.7872/cryb.v35.iss3.2014.261			JUL 2014	2014										3	0	0	3	0	3			1290-0796	1776-0992		WOS:000340229300003		
J	Oster, Jessica L.; Montanez, Isabel P.; Mertz-Kraus, Regina; Sharp, Warren D.; Stock, Greg M.; Spero, Howard J.; Tinsley, John; Zachos, James C.				Mertz-Kraus, Regina/K-3558-2014	Mertz-Kraus, Regina/0000-0002-5122-4480			Millennial-scale variations in western Sierra Nevada precipitation during the last glacial cycle MIS 4/3 transition								QUATERNARY RESEARCH				82	1			236	248		10.1016/j.yqres.2014.04.010			JUL 2014	2014										5	0	0	2	0	5			0033-5894	1096-0287		WOS:000339138400023		
J	Andrade, L.; Gonzalez-Lopez, J.; Fenice, M.; Martinez-Toledo, M., V; Pesciaroli, C.; Maza-Marquez, P.; Juarez-Jimenez, B.				Juarez-Jimenez, MJ Belen/L-4241-2014; Fenice, Massimiliano/L-9195-2014; Pesciaroli, Chiara/L-9121-2014	Juarez-Jimenez, MJ Belen/0000-0001-8495-7093; Fenice, Massimiliano/0000-0001-8504-0885; Pesciaroli, Chiara/0000-0002-5497-5036			Application of Response Surface Methodology (RSM) for Culture Conditions and Biomass Production of Psychrophilic Microalgae Isolated from High Mountains Lake During the ice-free Season								INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH				8	3			799	812					SUM 2014	2014										0	0	0	0	0	0			1735-6865	2008-2304		WOS:000339932500029		
J	Gomez-Gutierrez, Alvaro; Juan de Sanjose-Blasco, Jose; de Matias-Bejarano, Javier; Berenguer-Sempere, Fernando				Rubio Delgado, Judit/N-2195-2014; gomez, alvaro/G-1757-2012	Rubio Delgado, Judit/0000-0001-9791-1035; gomez, alvaro/0000-0002-2337-2638			Comparing Two Photo-Reconstruction Methods to Produce High Density Point Clouds and DEMs in the Corral del Veleta Rock Glacier (Sierra Nevada, Spain)								REMOTE SENSING				6	6			5407	5427		10.3390/rs6065407			JUN 2014	2014										6	0	0	0	0	6			2072-4292			WOS:000338763300033		
J	Biber, Jani Leyla; McCann, Tom								Peperite development in a Miocene-age carbonate succession, Cabo de Gata volcanic area (Agua Amarga/Carboneras basins), SE Spain - The Breche Rouge revisited								ZEITSCHRIFT DER DEUTSCHEN GESELLSCHAFT FUR GEOWISSENSCHAFTEN				165	2			229	245		10.1127/1860-1804/2014/0064			JUN 2014	2014										0	0	0	0	0	0			1860-1804			WOS:000338489200010		
J	Magdaleno, F.; Blanco-Garrido, F.; Bonada, N.; Herrera-Grao, T.								How are riparian plants distributed along the riverbank topographic gradient in Mediterranean rivers? Application to minimally altered river stretches in Southern Spain								LIMNETICA				33	1			121	137					JUN 2014	2014										1	0	0	1	0	1			0213-8409	1989-1806		WOS:000338003400010		
J	Sosa, Pedro A.; Gonzalez-Gonzalez, Edna A.; Gonzalez-Perez, Miguel A.; Naranjo-Cigala, Agustin; Carque, Eduardo; Acevedo, Aurelio				Sosa, Pedro/L-1861-2014	Sosa, Pedro/0000-0002-8619-3004			Reproductive strategy and ploidy determine the genetic variability of Sorbus aria								TREE GENETICS & GENOMES				10	3			679	688		10.1007/s11295-014-0713-5			JUN 2014	2014										1	0	0	1	0	1			1614-2942	1614-2950		WOS:000336399200020		
J	Reguera, Senda; Zamora-Camacho, Francisco J.; Trenzado, Cristina E.; Sanz, Ana; Moreno-Rueda, Gregorio				Moreno-Rueda, Gregorio/K-7068-2014; 	Moreno-Rueda, Gregorio/0000-0002-6726-7215; Trenzado Romero, Cristina Elena/0000-0003-4347-6108; REGUERA PANIZO, SENDA/0000-0002-3867-9210			Oxidative stress decreases with elevation in the lizard Psammodromus algirus								COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY				172				52	56		10.1016/j.cbpa.2014.02.018			JUN 2014	2014										3	0	0	4	0	4			1095-6433	1531-4332		WOS:000335095800006	24603098	
J	Menendez, Rosa; Gonzalez-Megias, Adela; Jay-Robert, Pierre; Marquez-Ferrando, Rocio				CSIC, EBD Donana/C-4157-2011	CSIC, EBD Donana/0000-0003-4318-6602			Climate change and elevational range shifts: evidence from dung beetles in two European mountain ranges								GLOBAL ECOLOGY AND BIOGEOGRAPHY				23	6			646	657		10.1111/geb.12142			JUN 2014	2014										13	0	0	11	0	13			1466-822X	1466-8238		WOS:000334160200004		
J	Jimenez-Espejo, F. J.; Garcia-Alix, A.; Jimenez-Moreno, G.; Rodrigo-Gamiz, M.; Anderson, R. S.; Rodriguez-Tovar, F. J.; Martinez-Ruiz, F.; Giralt, Santiago; Delgado Huertas, A.; Pardo-Iguzquiza, E.				Rodriguez-Tovar, Francisco/C-9815-2014; Giralt, Santiago/G-4823-2011; Martinez-Ruiz, Francisca/C-5908-2014; Rodrigo Gamiz, Marta/N-4984-2014; Garcia-Alix, Antonio/H-2464-2011; Pardo-Iguzquiza, Eulogio/A-6324-2013; Jimenez-Espejo, Francisco /F-4486-2016; Delgado, Antonio/F-6866-2011; 	Rodriguez-Tovar, Francisco/0000-0002-1400-2715; Giralt, Santiago/0000-0001-8570-7838; Martinez-Ruiz, Francisca/0000-0002-8301-4453; Rodrigo Gamiz, Marta/0000-0003-4111-0620; Garcia-Alix, Antonio/0000-0002-1823-488X; Pardo-Iguzquiza, Eulogio/0000-0002-3865-8639; Jimenez-Espejo, Francisco /0000-0002-0335-8580; Delgado, Antonio/0000-0002-7240-1570; Jimenez Moreno, Gonzalo/0000-0001-7185-8686			Saharan aeolian input and effective humidity variations over western Europe during the Holocene from a high altitude record								CHEMICAL GEOLOGY				374				1	12		10.1016/j.chemgeo.2014.03.001			MAY 26 2014	2014										7	0	0	2	0	7			0009-2541	1878-5999		WOS:000335394300001		
J	Wachsmuth, Nadine B.; Kley, Marlen; Feriche, Belen; Calderon, Carmen; Iglesias, Xavier; Rodriguez, Ferran A.; Schmidt, Walter F.								Influencing Factors On The Erythropoietic Response During Altitude Training (Altitude Project)								MEDICINE AND SCIENCE IN SPORTS AND EXERCISE				46	5		1575	428	429				1	MAY 2014	2014						61st Annual Meeting of the American-College-of-Sports-Medicine61st Annual Meeting of the American-College-of-Sports-Medicine	APR 01-04, 2014APR 01-04, 2014	Amer Coll Sports MedAmer Coll Sports Med	Atlanta, GAAtlanta, GA	1	0	0	1	0	1			0195-9131	1530-0315		WOS:000339115903020		
J	Oliva, Marc; Gomez Ortiz, Antonio; Salvador Franch, Ferran; Salva Catarineu, Montserrat				Oliva, Marc/K-5423-2014	Oliva, Marc/0000-0001-6521-6388			Present-Day Solifluction Processes in the Semi-arid Range of Sierra Nevada (Spain)								ARCTIC ANTARCTIC AND ALPINE RESEARCH				46	2			365	370		10.1657/1938-4246-46.2.365			MAY 2014	2014										1	0	0	1	0	1			1523-0430	1938-4246		WOS:000336778500007		
J	Jose Bullejos, Francisco; Carrillo, Presentacion; Gorokhova, Elena; Manuel Medina-Sanchez, Juan; Gabriel Balseiro, Esteban; Villar-Argaiz, Manuel				Villar-Argaiz, Manuel/L-9085-2014; Carrillo, Presentacion /I-1601-2015; Medina-Sanchez, Juan Manuel/A-4703-2013; 	Medina-Sanchez, Juan Manuel/0000-0003-0991-9331; Balseiro, Esteban/0000-0002-5052-0587; Gorokhova, Elena/0000-0002-4192-6956			Shifts in food quality for herbivorous consumer growth: multiple golden means in the life history								ECOLOGY				95	5			1272	1284		10.1890/13-0410.1			MAY 2014	2014										5	0	0	4	0	5			0012-9658	1939-9170		WOS:000336740500017	25000759	
J	Cobo-Diaz, Jose F.; Martinez-Hidalgo, Pilar; Fernandez-Gonzalez, Antonio J.; Martinez-Molina, Eustoquio; Toro, Nicolas; Velazquez, Encarna; Fernandez-Lopez, Manuel				Toro, Nicolas/K-4909-2014; Fernandez-Lopez, Manuel/K-5800-2014; Cobo Diaz, Jose Francisco/K-5806-2014; Fernandez-Gonzalez, Antonio/H-5942-2015	Toro, Nicolas/0000-0002-3614-807X; Fernandez-Lopez, Manuel/0000-0003-2366-6908; Fernandez-Gonzalez, Antonio/0000-0002-1938-5436			The endemic Genista versicolor from Sierra Nevada National Park in Spain is nodulated by putative new Bradyrhizobium species and a novel symbiovar (sierranevadense)								SYSTEMATIC AND APPLIED MICROBIOLOGY				37	3			177	185		10.1016/j.syapm.2013.09.008			MAY 2014	2014										8	0	0	6	0	8			0723-2020			WOS:000335618900004	24268094	
J	Reguera, Senda; Zamora-Camacho, Francisco J.; Moreno-Rueda, Gregorio				Moreno-Rueda, Gregorio/K-7068-2014; 	Moreno-Rueda, Gregorio/0000-0002-6726-7215; REGUERA PANIZO, SENDA/0000-0002-3867-9210			The lizard Psammodromus algirus (Squamata: Lacertidae) is darker at high altitudes								BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY				112	1			132	141		10.1111/bij.12250			MAY 2014	2014										8	0	0	9	0	9			0024-4066	1095-8312		WOS:000334463800011		
J	Ivkovic, Marija; Zamora-Munoz, Carmen; Sainz-Bariain, Marta; Sinclair, Bradley J.				Zamora-Munoz, Carmen/K-7050-2014; Ivkovic, Marija/I-5354-2013	Zamora-Munoz, Carmen/0000-0002-3037-1529; 			Aquatic Empididae (Diptera: Hemerodromiinae and Clinocerinae) of the Sierra Nevada, Spain, with the description of five new species								ZOOTAXA				3786	5			541	556					APR 14 2014	2014										2	0	0	2	0	2			1175-5326	1175-5334		WOS:000334357600003	24869553	
J	Ho, Winnie W.; Connolly, Sara G.; Reynolds, Pamela L.; Cornelius, Jamie M.; MacDougall-Shackleton, Elizabeth A.; Morton, Martin L.; Pereyra, Maria E.; Hahn, Thomas P.								Song exposure during juvenile dispersal in Mountain White-crowned Sparrows								AUK				131	2			208	214		10.1642/AUK-12-120-R2.1			APR 2014	2014										1	0	0	0	0	1			0004-8038	1938-4254		WOS:000336477300009		
J	Arias, Maria Sol; Moreno, Virginia; Sarasa, Mathieu; Paz-Silva, Adolfo; Sanchez-Andrade, Rita; Morrondo, Patrocinio; Diez-Banos, Pablo; Granados, Jose E.; Sanchezjj, Antonio; Perez, Jeusus M.				Diez Banos, Pablo/E-1467-2012; Morrondo, Patrocinio/D-9956-2012; Paz Silva, Adolfo/I-2788-2015; Sanchez-Andrade, Rita/I-3513-2015; Sanchez, Antonio/N-4174-2015	Diez Banos, Pablo/0000-0002-5236-5680; Morrondo, Patrocinio/0000-0001-7171-7162; Paz Silva, Adolfo/0000-0002-0208-3861; Sanchez-Andrade, Rita/0000-0002-1212-8250; Sanchez, Antonio/0000-0002-6715-8158			Reliability of an ELISA Test for Diagnosing Oestrosis in Iberian Ibex								JOURNAL OF PARASITOLOGY				100	2			235	238		10.1645/13-190.1			APR 2014	2014										1	0	0	1	0	1			0022-3395	1937-2345		WOS:000335385800010	24299554	
J	Olive, Marc; Gomez Ortiz, Antonio; Palacios Estremera, David; Salvador Franch, Ferran; Salva Catarineu, Monserrat								THE QUATERNARY IN THE MASSIF OF THE SIERRA NEVADA. EVOLUTION PALEOENVIRONMENTAL AND LANDSCAPE FROM THE INTERPRETATION OF NATURAL LOGS AND DOCUMENTS OF TIME								SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES				18	472			1	42	472				APR 1 2014	2014										0	0	0	0	0	0			1138-9788			WOS:000334901400001		
J	Miguel Barea-Azcon, Jose; Benito, Blas M.; Olivares, Francisco J.; Ruiz, Helena; Martin, Javier; Garcia, Antonio L.; Lopez, Rogelio				Ruiz-Carbayo, Helena/I-3407-2016	Ruiz-Carbayo, Helena/0000-0003-1209-9338			Distribution and conservation of the relict interaction between the butterfly Agriades zullichi and its larval foodplant (Androsace vitaliana nevadensis)								BIODIVERSITY AND CONSERVATION				23	4			927	944		10.1007/s10531-014-0643-4			APR 2014	2014										2	0	0	2	0	2			0960-3115	1572-9710		WOS:000332739300008		
J	Schoeb, Christian; Prieto, Ivan; Armas, Cristina; Pugnaire, Francisco I.				Schob, Christian/B-6083-2008; Armas, Cristina/A-1128-2012; Pugnaire, Francisco/A-7150-2008	Schob, Christian/0000-0003-4472-2286; Armas, Cristina/0000-0003-0356-8075; Pugnaire, Francisco/0000-0002-1227-6827			Consequences of facilitation: one plant's benefit is another plant's cost								FUNCTIONAL ECOLOGY				28	2	SI		500	508					APR 2014	2014										11	1	0	10	0	11			0269-8463	1365-2435		WOS:000332777500023		
J	Finn, Debra S.; Zamora-Munoz, Carmen; Murria, Cesc; Sainz-Bariain, Marta; Alba-Tercedor, Javier				Zamora-Munoz, Carmen/K-7050-2014; Murria, Cesc/L-4620-2013	Zamora-Munoz, Carmen/0000-0002-3037-1529; Murria, Cesc/0000-0003-4319-0804			Evidence from recently deglaciated mountain ranges that Baetis alpinus (Ephemeroptera) could lose significant genetic diversity as alpine glaciers disappear								FRESHWATER SCIENCE				33	1			207	216		10.1086/674361			MAR 2014	2014										7	0	0	7	0	7			2161-9549	2161-9565		WOS:000332322400019		
J	Aranbarri, Josu K.; Gonzalez-Samperiz, Penelope; Valero-Garces, Bias; Moreno, Ana; Gil-Romera, Graciela; Sevilla-Callejo, Miguel; Garcia-Prieto, Eduardo; Di Rita, Federico; Mata, M. Pilar; Morellon, Mario; Magri, Donatella; Rodriguez-Lazaro, Julio; Carrion, Jose S.				MORELLON, MARIO/E-5502-2013; mata, pilar/C-1034-2011; Carrion, Jose/A-8983-2015; Di Rita, Federico /H-9201-2015; Gil-Romera, Graciela/C-9262-2016; Rodriguez-Lazaro, Julio/F-8583-2016; Valero Garces, Blas/L-4246-2014; 	Moreno, Ana/0000-0001-7357-584X; Aranbarri, Josu/0000-0002-4903-9593; MORELLON, MARIO/0000-0003-2067-2202; mata, pilar/0000-0002-8821-9685; Carrion, Jose/0000-0002-6949-4382; Gil-Romera, Graciela/0000-0001-5726-2536; Rodriguez-Lazaro, Julio/0000-0002-7437-6110; Valero Garces, Blas/0000-0003-2214-7057; Di Rita, Federico/0000-0002-3065-8474			Rapid climatic changes and resilient vegetation during the Lateglacial and Holocene in a continental region of south-western Europe								GLOBAL AND PLANETARY CHANGE				114				50	65		10.1016/j.gloplacha.2014.01.003			MAR 2014	2014										15	0	0	7	0	15			0921-8181	1872-6364		WOS:000332053300005		
J	Xing, Fei; Kettner, Albert J.; Ashton, Andrew; Giosan, Liviu; Ibanez, Caries; Kaplan, Jed O.				Ibanez, Carles/D-2777-2009; Ashton, Andrew/K-7459-2012; Kaplan, Jed/P-1796-2015	Ibanez, Carles/0000-0002-7091-5527; Ashton, Andrew/0000-0002-0241-3090; Kaplan, Jed/0000-0001-9919-7613			Fluvial response to climate variations and anthropogenic perturbations for the Ebro River, Spain in the last 4000 years								SCIENCE OF THE TOTAL ENVIRONMENT				473				20	31		10.1016/j.scitotenv.2013.11.083			MAR 1 2014	2014										9	1	0	3	0	10			0048-9697	1879-1026		WOS:000331923900003	24361444	
J	Linares, Juan Carlos; Senhadji, Karim; Herrero, Asier; Hodar, Jose A.					Linares Calderon, Juan Carlos/0000-0001-8375-6353			Growth patterns at the southern range edge of Scots pine: Disentangling the effects of drought and defoliation by the pine processionary caterpillar								FOREST ECOLOGY AND MANAGEMENT				315				129	137		10.1016/j.foreco.2013.12.029			MAR 1 2014	2014										4	0	0	4	0	4			0378-1127	1872-7042		WOS:000332051400016		
J	Bonet, Francisco J.; Perez-Perez, Ramon; Benito, Bias M.; de Albuquerque, Fabio Suzart; Zamora, Regino				Benito, Blas M./D-4681-2014	Benito, Blas M./0000-0001-5105-7232			Documenting, storing, and executing models in Ecology: A conceptual framework and real implementation in a global change monitoring program								ENVIRONMENTAL MODELLING & SOFTWARE				52				192	199		10.1016/j.envsoft.2013.10.027			FEB 2014	2014										1	0	0	0	0	1			1364-8152	1873-6726		WOS:000346751700016		
J	Perez-Garcia, F. J.; Martinez-Hernandez, F.; Medina-Cazorla, J. M.; Mendoza-Fernandez, A. J.; Garrido-Becerra, J. A.; Salmeron-Sanchez, E.; Mota, J. F.				Garrido-Becerra, Juan Antonio/A-2236-2015; Salmeron-Sanchez, Esteban/A-7903-2015; Mendoza-Fernandez, Antonio/I-9055-2014; Martinez-Hernandez, Fabian/I-9058-2014	Garrido-Becerra, Juan Antonio/0000-0002-1141-7288; Salmeron-Sanchez, Esteban/0000-0002-2237-0163; Mendoza-Fernandez, Antonio/0000-0002-7577-6634; Martinez-Hernandez, Fabian/0000-0002-5124-5492			Syntaxa-area relationships, lessons from the vegetation of the Betic high mountain ranges (southern Spain)								PHYTOCOENOLOGIA				44	3-4			309	323		10.1127/0340-269X/2014/0044-0583			FEB 2014	2014										1	0	0	0	0	1			0340-269X			WOS:000343853500009		
J	Canadas, Eva M.; Fenu, Giuseppe; Penas, Julio; Lorite, Juan; Mattana, Efisio; Bacchetta, Gianluigi				Lorite, Juan/F-4690-2011; Canadas, Eva M./A-8928-2011; Penas, Julio/N-4885-2014; 	Lorite, Juan/0000-0003-4617-8069; Canadas, Eva M./0000-0003-1348-553X; Penas, Julio/0000-0001-6102-4610; Fenu, Giuseppe/0000-0003-4762-5043; BACCHETTA, GIANLUIGI/0000-0002-1714-3978			Hotspots within hotspots: Endemic plant richness, environmental drivers, and implications for conservation								BIOLOGICAL CONSERVATION				170				282	291		10.1016/j.biocon.2013.12.007			FEB 2014	2014										16	1	0	18	0	19			0006-3207	1873-2917		WOS:000333774500032		
J	Palade, Bogdan; Serrano, Milagros								Long-term high-frequency validation of MODIS LST products in a Mediterranean mountain environment								INTERNATIONAL JOURNAL OF REMOTE SENSING				35	3			818	829		10.1080/01431161.2013.873148			FEB 1 2014	2014										0	0	0	0	0	0			0143-1161	1366-5901		WOS:000331333300002		
J	Herrero, Asier; Zamora, Regino								Plant Responses to Extreme Climatic Events: A Field Test of Resilience Capacity at the Southern Range Edge								PLOS ONE				9	1					e87842	10.1371/journal.pone.0087842			JAN 28 2014	2014										5	0	0	5	0	5			1932-6203			WOS:000330510000153	24489971	
J	Jose Bullejos, Francisco; Carrillo, Presentacion; Gorokhova, Elena; Manuel Medina-Sanchez, Juan; Villar-Argaiz, Manuel				Carrillo, Presentacion /I-1601-2015				Nucleic Acid Content in Crustacean Zooplankton: Bridging Metabolic and Stoichiometric Predictions.								PLoS ONE				9	1			e86493	e86493					Jan 21 2014	2014										0	0	0	0	0	0			1932-6203			ZOOREC:ZOOR15009043056		
J	Jose Bullejos, Francisco; Carrillo, Presentacion; Gorokhova, Elena; Manuel Medina-Sanchez, Juan; Villar-Argaiz, Manuel				Villar-Argaiz, Manuel/L-9085-2014; Medina-Sanchez, Juan Manuel/A-4703-2013; 	Medina-Sanchez, Juan Manuel/0000-0003-0991-9331; Gorokhova, Elena/0000-0002-4192-6956			Nucleic Acid Content in Crustacean Zooplankton: Bridging Metabolic and Stoichiometric Predictions								PLOS ONE				9	1					e86493	10.1371/journal.pone.0086493			JAN 21 2014	2014										1	0	0	1	0	1			1932-6203			WOS:000330244500247	24466118	
J	Leverkus, Alexandro B.; Lorite, Juan; Navarro, Francisco B.; Sanchez-Canete, Enrique P.; Castro, Jorge				Lorite, Juan/F-4690-2011; Castro, Jorge/M-1509-2014; Navarro, Francisco/M-2882-2014; Sanchez-Canete, Enrique/I-3615-2014; Leverkus, Alexandro/C-4752-2016	Lorite, Juan/0000-0003-4617-8069; Castro, Jorge/0000-0002-6362-2240; Navarro, Francisco/0000-0001-8782-6873; Sanchez-Canete, Enrique/0000-0003-0482-6726; Leverkus, Alexandro/0000-0001-5452-3614			Post-fire salvage logging alters species composition and reduces cover, richness, and diversity in Mediterranean plant communities								JOURNAL OF ENVIRONMENTAL MANAGEMENT				133				323	331		10.1016/j.jenvman.2013.12.014			JAN 15 2014	2014										8	0	0	7	0	8			0301-4797	1095-8630		WOS:000331341300035	24412981	
S	Sousa, Joaquim J.; Ruiz, Antonio M.; Hooper, Andrew J.; Hanssen, Ramon F.; Perski, Zbigniew; Bastos, Luisa C.; Gil, Antonio J.; Galindo-Zaldivar, Jesus; Sanz de Galdeano, Carlos; Alfaro, Pedro; Selmira Garrido, Ma; Armenteros, Juan A.; Gimenez, Elena; Aviles, Manuel				Garcia-Armenteros, Juan/H-7242-2015; Gil, Antonio/L-8173-2014	Garcia-Armenteros, Juan/0000-0001-5274-3293; Gil, Antonio/0000-0003-0351-4106	Varajao, J; Cunha, M; BjornAndersen, N; Turner, R; Wijesekera, D; Martinho, R; Rijo, R		Multi-temporal InSAR for deformation monitoring of the Granada and Padul faults and the surrounding area (Betic Cordillera, southern Spain)								CENTERIS 2014 - CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS / PROJMAN 2014 - INTERNATIONAL CONFERENCE ON PROJECT MANAGEMENT / HCIST 2014 - INTERNATIONAL CONFERENCE ON HEALTH AND SOCIAL CARE INFORMATION SYSTEMS AND TECHNOLOGIES		Procedia Technology		16				886	896		10.1016/j.protcy.2014.10.040			2014	2014						Conference on ENTERprise Information Systems (CENTERIS) / International Conference on Project MANagement (ProjMAN) / International Conference on Health and Social Care Information Systems and Technologies (HCIST)Conference on ENTERprise Information Systems (CENTERIS) / International Conference on Project MANagement (ProjMAN) / International Conference on Health and Social Care Information Systems and Technologies (HCIST)	OCT 15-17, 2014OCT 15-17, 2014		Troia, PORTUGALTroia, PORTUGAL	0	0	0	0	0	0			2212-0173		*****************	WOS:000360404800098		
J	Palomares, Francisco; Clemencia Amaya, Gloria				CSIC, EBD Donana/C-4157-2011	CSIC, EBD Donana/0000-0003-4318-6602			First record of Cervus elaphus at eastern Sierra Nevada.								Galemys				26				119	120					2014	2014										0	0	0	0	0	0			1137-8700			ZOOREC:ZOOR15107045997		
J	Diaz-Miguel, M.; Castro, J.; Garcia, P. A.								Seed germination after freezing in high-mountain plant species: Implications for ski-run restoration								PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY				83				423	429					2014	2014										0	0	0	0	0	0			1851-5657			WOS:000349881600052		
S	Lopez, Gabriel; Javier Batlles, Francisco; Rossi, Fillipo					Lopez Rodriguez, Gabriel/0000-0003-0117-6713	Lentz, A; Renne, D		Deriving solar radiation in a mountain area from MODIS information								2013 ISES SOLAR WORLD CONGRESS		Energy Procedia		57				1092	1099		10.1016/j.egypro.2014.10.095			2014	2014						ISES Solar World Congress (SWC)ISES Solar World Congress (SWC)	NOV 03-07, 2013NOV 03-07, 2013	ISESISES	Cancun, MEXICOCancun, MEXICO	0	0	0	0	0	0			1876-6102		*****************	WOS:000348253201026		
J	Gomez-Ortiz, A.; Oliva, M.; Salvador-Franch, F.; Salva-Catarineu, M.; Palacios, D.; de Sanjose-Blasco, J. J.; Tanarro-Garcia, L. M.; Galindo-Zaldivar, J.; de Galdeano, C. Sanz				PALACIOS, DAVID/H-3737-2015; Oliva, Marc/K-5423-2014; Tanarro, Luis M./H-3381-2015	PALACIOS, DAVID/0000-0002-8289-0398; Oliva, Marc/0000-0001-6521-6388; Tanarro, Luis M./0000-0003-0871-7711			Degradation of buried ice and permafrost in the Veleta cirque (Sierra Nevada, Spain) from 2006 to 2013 as a response to recent climate trends								SOLID EARTH				5	2			979	993		10.5194/se-5-979-2014			2014	2014										7	0	0	2	0	7			1869-9510	1869-9529		WOS:000347545800029		
S	Lopez, Gabriel; Javier Batlles, Francisco				Lopez Rodriguez, Gabriel/N-2505-2014	Lopez Rodriguez, Gabriel/0000-0003-0117-6713	Pitchumani, R		Estimating solar radiation from MODIS data								PROCEEDINGS OF THE SOLARPACES 2013 INTERNATIONAL CONFERENCE		Energy Procedia		49				2362	2369		10.1016/j.egypro.2014.03.250			2014	2014						International Conference of the SolarPACESInternational Conference of the SolarPACES	SEP 17-20, 2013SEP 17-20, 2013	SolarPACESSolarPACES	Las Vegas, NELas Vegas, NE	0	0	0	0	0	0			1876-6102		*****************	WOS:000340733700244		
J	Palenzuela, Javier; Azcon-Aguilar, Concepcion; Barea, Jose-Miguel; da Silva, Gladstone Alves; Oehl, Fritz				Silva, Gladstone/E-5110-2013; Azcon, Concepcion/H-5873-2015; Barea, Jose Miguel/H-5893-2015	Azcon, Concepcion/0000-0003-3041-8566; Barea, Jose Miguel/0000-0001-5021-4718			Acaulospora viridis, a new species in the Glomeromycetes from two mountain ranges in Andalucia (Spain)								NOVA HEDWIGIA				99	1-2			71	82		10.1127/0029-503512014/0180			2014	2014										2	0	0	2	0	2			0029-5035			WOS:000340334900006		
J	Jesus Perez-Luque, Antonio; Javier Bonet, Francisco; Perez-Perez, Ramon; Aspizua, Rut; Lorite, Juan; Zamora, Regino				Lorite, Juan/F-4690-2011; Perez-Luque, Antonio Jesus/J-8611-2015	Lorite, Juan/0000-0003-4617-8069; Perez-Luque, Antonio Jesus/0000-0002-1747-0469			Sinfonevada: Dataset of Floristic diversity in Sierra Nevada forests (SE Spain)								PHYTOKEYS				35				1	15		10.3897/phytokeys.35.6363			2014	2014										2	0	0	0	0	2			1314-2011	1314-2003		WOS:000336359400001		
J	Maria Conde-Porcuna, Jose; Ramos-Rodriguez, Eloisa; Perez-Martinez, Carmen				Ramos-Rodriguez, Eloisa/K-2819-2014; Conde-Porcuna, Jose/L-9665-2014; Perez-Martinez, Carmen/K-1219-2014	Ramos-Rodriguez, Eloisa/0000-0003-2440-0765; Conde-Porcuna, Jose/0000-0002-5074-2796; Perez-Martinez, Carmen/0000-0001-8777-4487			In situ production of empty ephippia and resting eggs by an obligate parthenogenetic Daphnia population								JOURNAL OF PLANKTON RESEARCH				36	1			157	169		10.1093/plankt/fbt072			JAN-FEB 2014	2014										1	0	0	1	0	1			0142-7873	1464-3774		WOS:000329906200014		
B	Pereira, Angela Guimaraes; Ghezzi, Alessia; Vesnic-Alujevic, Lucia				Lorite, Juan/F-4690-2011; Perez-Luque, Antonio Jesus/J-8611-2015	Lorite, Juan/0000-0003-4617-8069; Perez-Luque, Antonio Jesus/0000-0002-1747-0469	Ghezzi, A; Pereira, AG; VesnicAlujevic, L		Introduction: Interrogating the Right to be Forgotten								ETHICS OF MEMORY IN A DIGITAL AGE: INTERROGATING THE RIGHT TO BE FORGOTTEN		Palgrave Macmillan Memory Studies						1	8			10.1057/9781137428455		2014	2014										3	0	0	1	0	3					978-1-137-42845-5; 978-1-137-42844-8	WOS:000371159100001	24843285	
J	Zielinski, William J.; Thompson, Craig M.; Purcell, Kathryn L.; Garner, James D.								An assessment of fisher (Pekania pennanti) tolerance to forest management intensity on the landscape								FOREST ECOLOGY AND MANAGEMENT				310				821	826		10.1016/j.foreco.2013.09.028			DEC 15 2013	2013										6	0	0	6	0	6			0378-1127	1872-7042		WOS:000330601000085		
